Customer,P.O. Nbr,SO Nbr,S.O. Date,Invoices,Order Status,Order Line/Status
3264 - ZIGLIN SIGNS,2171,3755,10/6/2011,3755,Closed,1 - Closed
2779 - HY-VEE WIETZ,V142600,3756,10/6/2011,3756,Closed,1 - Closed
3009 - SPENCER DREAM CENTER,,SC2356,10/6/2011,SC2356,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",12861,3757,10/7/2011,3757,Closed,1 - Closed
2904 - IMS,1168598,SC2360,10/7/2011,SC2360,Closed,1 - Closed
3265 - ECHO ELECTRIC,,SC2361,10/7/2011,SC2361,Closed,1 - Closed
2139 - CRE NATIONWIDE,,SC2362,10/7/2011,SC2362,Closed,1 - Closed
3253 - BANKERS TRUST,,3758,10/10/2011,3758,Closed,1 - Closed
18600 - CAT SCALE,,3759,10/10/2011,3759,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
3248 - BASELINE FITNESS,,3760,10/10/2011,3760,Closed,1 - Closed
2908 - VERIZON WIRELESS,,3761,10/10/2011,3761,Closed,1 - Closed
"42300 - FAREWAY STORES, INC.",,3762,10/10/2011,3762,Closed,1 - Closed
3266 - NEW BEGINNINGS COUNSELING SERVICE,,3763,10/10/2011,3763,Closed,1 - Closed
3267 - CHILDREN'S DENTAL CENTER,,3764,10/10/2011,3764,Closed,1 - Closed
3268 - MILLENNIUM THERAPY,,3765,10/11/2011,3765,Closed,1 - Closed
3095 - CROWN FAMILY DENTAL,,3766,10/11/2011,3766,Closed,1 - Closed
3269 - BANKERS TRUST,,3767,10/11/2011,3767,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",12877,3768,10/11/2011,3768,Closed,1 - Closed
,,,,,,2 - Closed
"77950 - NAGLE SIGNS, INC.",12878,3769,10/11/2011,3769,Closed,1 - Closed
3042 - ANKENY DINER,,SC2363,10/11/2011,SC2363,Closed,1 - Closed
3270 - WINGFOOT TRUCK CARE CENTER,,3770,10/12/2011,3770,Closed,1 - Closed
2906 - AMERICAN MARKING,,3771,10/13/2011,3771,Closed,1 - Closed
3271 - IOWA ORTHODONTIC SOLUTIONS,,3772,10/13/2011,3772,Closed,1 - Closed
3273 - SIGN DESIGNS,,3773,10/13/2011,3773,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
3197 - GEORGE SLATTERY,,SC2364,10/13/2011,SC2364,Closed,1 - Closed
119800 - VISTA REAL ESTATE & INVESTMENT CORP.,,SC2365,10/13/2011,SC2365,Closed,1 - Closed
3036 - PINNACLE SIGN GROUP,PO03629,3774,10/14/2011,3774,Closed,1 - Closed
23950 - CHARLEY'S GRILLED SUBS,,3777,10/14/2011,3777,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
,,,,,,8 - Closed
"2371 - COAST SIGN, INCORPORATED",0000110530,SC2366,10/14/2011,SC2366,Closed,1 - Closed
"3274 - ID ASSOCIATES, INC.",00049407,3775,10/17/2011,3775,Closed,1 - Closed
"3132 - MEDSOURCE, LLC",,3776,10/17/2011,3776,Closed,1 - Closed
3246 - GIRL SCOUTS OF GREATER IOWA,,3778,10/17/2011,3778,Closed,1 - Closed
116750 - TUBE ART,P74144,3779,10/17/2011,3779,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",12936,3780,10/17/2011,3780,Closed,1 - Closed
"3106 - HIXSON & BROWN, P.C.",,SC2367,10/17/2011,SC2367,Closed,1 - Closed
3157 - IDENTITY MANAGEMENT,44001,SC2368,10/17/2011,SC2368,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",12937,3781,10/18/2011,3781,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,031156-00,3782,10/18/2011,3782,Closed,1 - Closed
3157 - IDENTITY MANAGEMENT,,3783,10/18/2011,,Closed,
3157 - IDENTITY MANAGEMENT,44007,3784,10/18/2011,3784,Closed,1 - Closed
,,,,,,2 - Closed
3234 - MARCECO LTD,7000014146,3785,10/18/2011,3785,Closed,1 - Closed
,,,,,,2 - Closed
3275 - CLARK EYE CENTER,,3786,10/18/2011,3786,Closed,1 - Deleted
,,,,,,2 - Closed
2626 - RAMADA INN,,3787,10/18/2011,3787,Closed,1 - Closed
3276 - KB WIRELESS,,3788,10/19/2011,3788,Closed,1 - Closed
18600 - CAT SCALE,,3789,10/19/2011,,Closed,1 - Closed
3179 - FISCUS DIAMOND JEWELERS,,3790,10/19/2011,3790,Closed,1 - Closed
3277 - STAN CARUSO,,3791,10/19/2011,3791,Closed,1 - Closed
3278 - FOOT & ANKLE INSTITUTE OF IOWA,,3792,10/19/2011,3792,Closed,1 - Closed
2906 - AMERICAN MARKING,,3793,10/19/2011,3793,Closed,1 - Deleted
,,,,,,2 - Closed
18600 - CAT SCALE,,3794,10/20/2011,3794,Closed,1 - Closed
2885 - BOB BROWN BUICK GMC,,SC2369,10/20/2011,SC2369,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",12968,3796,10/21/2011,3796,Closed,1 - Closed
3280 - STAR ENERGY,2834,3795,10/24/2011,3795,Closed,1 - Closed
,,,,,,2 - Closed
3131 - LEYDENS CELLULAR,,3797,10/24/2011,3797,Closed,1 - Closed
3215 - PIONEER,,3798,10/24/2011,3798,Closed,1 - Closed
2463 - TRIMARK FOODCRAFT,,3799,10/24/2011,3799,Closed,1 - Closed
3042 - ANKENY DINER,,SC2370,10/24/2011,SC2370,Closed,1 - Closed
18600 - CAT SCALE,16505,SC2371,10/24/2011,SC2371,Closed,1 - Closed
3036 - PINNACLE SIGN GROUP,p003747,3800,10/25/2011,3800,Closed,1 - Closed
,,,,,,2 - Closed
2809 - ACCEL SIGN GROUP,13245B,3801,10/25/2011,3801,Closed,1 - Closed
3066 - NATIONAL SIGN CORP,,SC2372,10/25/2011,SC2372,Closed,1 - Closed
"2371 - COAST SIGN, INCORPORATED",0000110985,SC2373,10/25/2011,SC2373,Closed,1 - Closed
3265 - ECHO ELECTRIC,,SC2374,10/25/2011,SC2374,Closed,1 - Closed
18600 - CAT SCALE,,3802,10/26/2011,3802,Closed,1 - Closed
2798 - ANCHOR SIGN CO,106271,3803,10/26/2011,3803,Closed,1 - Closed
3248 - BASELINE FITNESS,,3804,10/26/2011,3804,Closed,1 - Closed
3248 - BASELINE FITNESS,,3805,10/26/2011,3805,Closed,1 - Closed
3248 - BASELINE FITNESS,,3806,10/26/2011,3806,Closed,1 - Closed
3263 - DAHL'S,,SC2376,10/26/2011,SC2376,Closed,1 - Closed
3281 - KERRY WELCH,,3807,10/27/2011,3807,Closed,1 - Closed
3211 - CITY OF NORWALK,,3808,10/27/2011,3808,Closed,1 - Closed
3248 - BASELINE FITNESS,,3809,10/27/2011,3809,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
"2371 - COAST SIGN, INCORPORATED",0000111128,SC2377,10/27/2011,SC2377,Closed,1 - Closed
3282 - DOMINO'S PIZZA,,SC2378,10/27/2011,SC2378,Closed,1 - Closed
3283 - GREAT CHINA BUFFET,,SC2379,10/27/2011,SC2379,Closed,1 - Closed
2465 - HEARTLAND COOP,Booneville,3811,10/28/2011,3811,Closed,1 - Closed
,,,,,,2 - Deleted
,,,,,,3 - Closed
2870 - MAGNA SIGN INTERNATIONAL,14325,SC2380,10/28/2011,SC2380,Closed,1 - Closed
18600 - CAT SCALE,,3812,10/31/2011,3812,Closed,1 - Closed
3267 - CHILDREN'S DENTAL CENTER,,3813,10/31/2011,3813,Closed,1 - Closed
3284 - ARCHETYPE SIGNMAKES,14410,3814,10/31/2011,3814,Closed,1 - Closed
3030 - SUCCESS BANK,,3815,10/31/2011,3815,Closed,1 - Closed
18600 - CAT SCALE,,3816,11/1/2011,3816,Closed,1 - Closed
,,,,,,2 - Closed
116750 - TUBE ART,P74503,3817,11/1/2011,3817,Closed,1 - Closed
18600 - CAT SCALE,,3818,11/1/2011,3818,Closed,1 - Closed
2463 - TRIMARK FOODCRAFT,,3820,11/2/2011,3820,Closed,1 - Closed
3292 - JONES GEOCON,,3832,11/2/2011,3832,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13043,3810,11/3/2011,3810,Closed,1 - Closed
3285 - BEST RETAIL SOLUTIONS,116543-MI1790,3819,11/3/2011,3819,Closed,1 - Closed
,,,,,,2 - Closed
3286 - CONTRACTORS GROUP,,3821,11/3/2011,3821,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13047,3822,11/3/2011,3822,Closed,1 - Closed
3287 - LAKESIDE CASINO,HOI6566,3823,11/4/2011,3823,Closed,1 - Closed
3242 - SWANSON SIGN COMPANY,,3824,11/4/2011,3824,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
"77950 - NAGLE SIGNS, INC.",12877,3825,11/4/2011,3825,Closed,1 - Closed
18600 - CAT SCALE,,SC2381,11/4/2011,SC2381,Closed,1 - Closed
95950 - NATIONAL CARWASH SOLUTIONS,7008116,3826,11/7/2011,3826,Closed,1 - Closed
,,,,3826-2,,2 - Closed
3289 - ASSOCIATION MANAGEMENT SERVICES,,3827,11/7/2011,3827,Closed,1 - Closed
3288 - PREMIER AUTO WASH LLC,,3828,11/7/2011,3828,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,SC2382,11/7/2011,SC2382,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,SC2383,11/7/2011,SC2383,Closed,1 - Closed
3204 - HAWKEYE SIGN AND LIGHTING,,3829,11/8/2011,3829,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13077,3830,11/8/2011,3830,Closed,1 - Closed
3036 - PINNACLE SIGN GROUP,P003891,SC2384,11/8/2011,SC2384,Closed,1 - Closed
2885 - BOB BROWN BUICK GMC,,SC2386,11/8/2011,SC2386,Closed,1 - Closed
3285 - BEST RETAIL SOLUTIONS,116303-MI1248,SC2387,11/8/2011,SC2387,Closed,1 - Closed
3290 - LIME LOUNGE,,3831,11/9/2011,3831,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,032189-00,SC2388,11/9/2011,SC2388,Closed,1 - Closed
3248 - BASELINE FITNESS,,3833,11/10/2011,3833,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13090,3834,11/10/2011,3834,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
,,,,,,8 - Closed
,,,,,,9 - Closed
,,,,,,10 - Closed
,,,,,,11 - Closed
,,,,,,12 - Closed
,,,,,,13 - Closed
,,,,,,14 - Closed
,,,,,,15 - Closed
,,,,,,16 - Closed
,,,,,,17 - Closed
"77950 - NAGLE SIGNS, INC.",13097,3835,11/10/2011,3835,Closed,1 - Closed
100750 - SKEFFINGTON'S FORMAL WEAR,,3836,11/10/2011,3836,Closed,1 - Closed
2765 - DOMINO'S PIZZA,,SC2389,11/10/2011,SC2389,Closed,1 - Closed
2541 - SBARRO,,SC2390,11/10/2011,SC2390,Closed,1 - Closed
106000 - SUPER WASH,,3837,11/11/2011,3837,Closed,1 - Closed
,,,,,,2 - Closed
18600 - CAT SCALE,16697,3838,11/11/2011,3838,Closed,1 - Closed
18600 - CAT SCALE,,3839,11/11/2011,3839,Closed,1 - Closed
18600 - CAT SCALE,,3840,11/11/2011,3840,Closed,1 - Closed
18600 - CAT SCALE,,3841,11/11/2011,3841,Closed,1 - Closed
44060 - FIREPLACE & STONE CENTER,,SC2391,11/11/2011,SC2391,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13112,3842,11/14/2011,3842,Closed,1 - Closed
2552 - PLAZA LANES,,SC2392,11/14/2011,SC2392,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,3843,11/15/2011,3843,Closed,1 - Closed
3036 - PINNACLE SIGN GROUP,,3844,11/15/2011,3844,Closed,1 - Closed
3294 - EDWARDS,,3845,11/15/2011,3845,Closed,1 - Closed
3293 - REDFIELD AMERICAN LEGION,,3846,11/15/2011,3846,Closed,1 - Closed
3296 - STYLEYES,,3847,11/15/2011,3847,Closed,1 - Closed
2798 - ANCHOR SIGN CO,107126,SC2393,11/15/2011,SC2393,Closed,1 - Closed
3163 - AMERICANA RESTAURANT & LOUNGE,,SC2394,11/15/2011,SC2394,Closed,1 - Closed
3295 - IOWA HEALTH PHYSICIANS / TOM KIEFFER,,SC2395,11/15/2011,SC2395,Closed,1 - Closed
18600 - CAT SCALE,,SC2396,11/15/2011,SC2396,Closed,1 - Closed
3063 - CHARLEY'S GRILLED SUBS,,SC2397,11/15/2011,SC2397,Closed,1 - Closed
43900 - FINANCIAL PLUS CREDIT UNION,DAVECALE,3848,11/16/2011,3848,Closed,1 - Closed
,,,,,,2 - Closed
106000 - SUPER WASH,532272,3849,11/16/2011,3849,Closed,1 - Closed
18600 - CAT SCALE,16769,3850,11/16/2011,3850,Closed,1 - Closed
2960 - ACTION SERVICES GROUP,38536,SC2398,11/16/2011,SC2398,Closed,1 - Closed
3297 - SOAKS EXPRESS CAR WASH,,SC2399,11/16/2011,SC2399,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13138,SC2400,11/16/2011,SC2400,Closed,1 - Closed
2578 - VATTEROTT COLLEGE,,SC2401,11/16/2011,SC2401,Closed,1 - Closed
"42300 - FAREWAY STORES, INC.",,3851,11/17/2011,3851,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
110100 - TACO JOHN'S OF IOWA,,SC2402,11/17/2011,SC2402,Closed,1 - Closed
3299 - 2ND WIND EXERCISE EQUIPMENT,,3852,11/18/2011,3852,Closed,1 - Closed
3301 - UNITED SERVICE CREDIT UNION,,3853,11/18/2011,3853,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
3298 - TAKI JAPANESE STEAKHOUSE,,SC2403,11/18/2011,SC2403,Closed,1 - Closed
109850 - TACO JOHN'S - DYESS MAIN STORE,,3854,11/21/2011,3854,Closed,1 - Closed
3157 - IDENTITY MANAGEMENT,44007,3855,11/21/2011,3855,Closed,1 - Closed
3157 - IDENTITY MANAGEMENT,,SC2404,11/21/2011,SC2404,Closed,1 - Closed
3307 - RENT-A-CENTER,,SC2405,11/21/2011,SC2405,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13181,3856,11/22/2011,3856,Closed,1 - Closed
3284 - ARCHETYPE SIGNMAKES,,3857,11/22/2011,3857,Closed,1 - Closed
3302 - RON FULLER,,3858,11/22/2011,3858,Closed,1 - Closed
18600 - CAT SCALE,16834,3859,11/23/2011,3859,Closed,1 - Closed
3306 - T G R FITNESS,,3861,11/23/2011,3861,Closed,1 - Closed
2960 - ACTION SERVICES GROUP,38848,SC2406,11/23/2011,SC2406,Closed,1 - Closed
3304 - CHINA JADE,,SC2407,11/23/2011,SC2407,Closed,1 - Closed
3303 - AMERICINN LODGE,,SC2408,11/23/2011,SC2408,Closed,1 - Closed
118600 - VALLEY SQUARE,,3860,11/28/2011,3860,Closed,1 - Closed
3248 - BASELINE FITNESS,,SC2410,11/28/2011,SC2410,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,033001-00,SC2411,11/28/2011,SC2411,Closed,1 - Closed
,,,,,,2 - Deleted
,,,,,,3 - Closed
106000 - SUPER WASH,,3863,11/29/2011,3863,Closed,1 - Closed
,,,,,,2 - Closed
2535 - ATLAS SIGN INDUSTRIES,032189-00,SC2412,11/29/2011,SC2412,Closed,1 - Closed
"42300 - FAREWAY STORES, INC.",,SC2414,11/29/2011,SC2414,Closed,1 - Closed
3308 - SKY ZONE,,3862,11/30/2011,3862,Closed,1 - Closed
"3309 - GABLE SIGNS, INC.",144402,3864,11/30/2011,3864,Closed,1 - Closed
3247 - NABHOLZ CONSTRUCTION SERVICES,D4 11 6007,3865,11/30/2011,3865,Closed,1 - Closed
3310 - VERIZON WIRELESS,,3867,11/30/2011,3867,Closed,1 - Closed
3066 - NATIONAL SIGN CORP,37468,SC2415,11/30/2011,SC2415,Closed,1 - Closed
3082 - ALL CREATURES SMALL,,SC2416,11/30/2011,SC2416,Closed,1 - Closed
3242 - SWANSON SIGN COMPANY,,3866,12/1/2011,3866,Closed,1 - Closed
18600 - CAT SCALE,16890,3868,12/1/2011,3868,Closed,1 - Closed
3237 - BOB BROWN CHEVROLET,,3870,12/1/2011,3870,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",SC7261/ 13226,SC2417,12/1/2011,SC2417,Closed,1 - Closed
3311 - PERKINS,,SC2418,12/1/2011,SC2418,Closed,1 - Closed
3312 - DMI DANCE FORCE,,3871,12/2/2011,3871,Closed,1 - Closed
,,,,,,2 - Closed
3313 - JIFFY LUBE,,SC2419,12/2/2011,SC2419,Closed,1 - Closed
3248 - BASELINE FITNESS,,SC2420,12/2/2011,SC2420,Closed,1 - Closed
3295 - IOWA HEALTH PHYSICIANS / TOM KIEFFER,,3869,12/5/2011,3869,Closed,1 - Closed
18600 - CAT SCALE,16923,3873,12/5/2011,3873,Closed,1 - Closed
2845 - BANGBANG MONGOLIAN GRILL,,SC2421,12/5/2011,SC2421,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13241,SC2422,12/5/2011,SC2422,Closed,1 - Closed
2830 - EYCHANER PROPERTIES,,3872,12/6/2011,3872,Closed,1 - Deleted
,,,,3872-2,,2 - Deleted
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
,,,,,,8 - Closed
,,,,,,9 - Closed
,,,,,,10 - Closed
3074 - LS2 GROUP,,3874,12/6/2011,3874,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
3315 - SKATE NORTH,,3875,12/6/2011,3875,Closed,1 - Closed
3314 - MARCI BUSHMAN,,SC2424,12/6/2011,SC2424,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,SC2425,12/6/2011,SC2425,Closed,1 - Closed
3151 - HOME FURNISHINGS,,SC2426,12/6/2011,SC2426,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,SC2427,12/6/2011,SC2427,Closed,1 - Closed
3316 - KAREN BAUMUNK,,SC2428,12/6/2011,SC2428,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,033365-00,3876,12/7/2011,3876,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13269,3877,12/7/2011,3877,Closed,1 - Closed
"2371 - COAST SIGN, INCORPORATED",0000113208,SC2429,12/7/2011,SC2429,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,033371-00,SC2430,12/7/2011,SC2430,Closed,1 - Closed
,,,,SC2430-2,,2 - Closed
"77950 - NAGLE SIGNS, INC.",PO 13270,SC2431,12/7/2011,SC2431,Closed,1 - Closed
18600 - CAT SCALE,,3878,12/8/2011,,Closed,1 - Closed
3036 - PINNACLE SIGN GROUP,PO004169,3879,12/8/2011,3879,Closed,1 - Closed
119800 - VISTA REAL ESTATE & INVESTMENT CORP.,,3880,12/8/2011,3880,Closed,1 - Closed
3317 - HANCOCK FABRICS,Work order:  1342163215,3881,12/8/2011,3881,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13287,3882,12/8/2011,3882,Closed,1 - Closed
2960 - ACTION SERVICES GROUP,38536,SC2432,12/8/2011,SC2432,Closed,1 - Closed
3318 - CITY OF DES MOINES MUNICIPAL HOUSING AGENCY,110572,3883,12/9/2011,3883,Closed,1 - Closed
3319 - AROY-DEE RESTAURANT,,3884,12/12/2011,3884,Closed,1 - Closed
,,,,,,2 - Closed
3311 - PERKINS,,3885,12/12/2011,3885,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13313,3887,12/12/2011,3887,Closed,1 - Closed
2798 - ANCHOR SIGN CO,W/O 1081092,SC2433,12/12/2011,SC2433,Closed,1 - Closed
3237 - BOB BROWN CHEVROLET,,3888,12/13/2011,3888,Closed,1 - Closed
,,,,,,2 - Closed
110100 - TACO JOHN'S OF IOWA,,3886,12/14/2011,3886,Closed,1 - Closed
3178 - SOUTH WATER SIGNS,11388-HH-1,3889,12/14/2011,3889,Closed,1 - Closed
,,,,3889-2,,2 - Closed
3178 - SOUTH WATER SIGNS,11389-HH-1,3890,12/14/2011,3890,Closed,1 - Closed
,,,,3890-2,,2 - Closed
3178 - SOUTH WATER SIGNS,11390-HH-1,3891,12/14/2011,3891,Closed,1 - Closed
,,,,3891-2,,2 - Closed
"77950 - NAGLE SIGNS, INC.",13343,3892,12/14/2011,3892,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13342,3893,12/14/2011,3893,Closed,1 - Closed
3320 - GREAT CLIPS,,3894,12/14/2011,3894,Closed,1 - Closed
18600 - CAT SCALE,,SC2434,12/14/2011,SC2434,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,SC2435,12/14/2011,SC2435,Closed,1 - Closed
18600 - CAT SCALE,17025,3895,12/15/2011,3895,Closed,1 - Closed
110400 - TASSEL RIDGE WINERY,,3896,12/15/2011,3896,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13357,3897,12/15/2011,3897,Closed,1 - Closed
"1100 - ABC ELECTRICAL CONTRACTORS,",,3898,12/19/2011,3898,Closed,1 - Closed
"3309 - GABLE SIGNS, INC.",144754,3899,12/19/2011,3899,Closed,1 - Closed
"3309 - GABLE SIGNS, INC.",144759,3900,12/19/2011,3900,Closed,1 - Closed
"3309 - GABLE SIGNS, INC.",144760,3901,12/19/2011,3901,Closed,1 - Closed
"3309 - GABLE SIGNS, INC.",144761,3902,12/19/2011,3902,Closed,1 - Closed
3325 - BLACK EAGLE MARTIAL ARTS,,3903,12/19/2011,3903,Closed,1 - Closed
,,,,,,2 - Closed
3321 - BEST WESTERN,,SC2436,12/19/2011,SC2436,Closed,1 - Closed
1500 - ACCOR NORTH AMERICAN/ G6 HOSPITALITY LLC,1408/-121611,SC2437,12/19/2011,SC2437,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",,SC2438,12/19/2011,SC2438,Closed,1 - Closed
3323 - DES MOINES THEATRICAL SHOP,,SC2439,12/19/2011,SC2439,Closed,1 - Closed
3324 - ST. GREGORY RETREAT CENTER,,SC2440,12/19/2011,SC2440,Closed,1 - Closed
2885 - BOB BROWN BUICK GMC,,SC2441,12/19/2011,SC2441,Closed,1 - Closed
3166 - CELLULAR WORLD,,SC2443,12/19/2011,SC2443,Closed,1 - Closed
,,,,,,2 - Closed
2139 - CRE NATIONWIDE,,3904,12/20/2011,3904,Closed,1 - Closed
3326 - PLAY IT AGAIN SPORTS,,SC2444,12/20/2011,SC2444,Closed,1 - Closed
2906 - AMERICAN MARKING,,3905,12/21/2011,3905,Closed,1 - Deleted
,,,,,,2 - Closed
110100 - TACO JOHN'S OF IOWA,,SC2445,12/21/2011,SC2445,Closed,1 - Closed
3010 - PATTISONID,126489,3906,12/22/2011,3906,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
18600 - CAT SCALE,Wayne B.,3907,12/22/2011,3907,Closed,1 - Closed
3010 - PATTISONID,127639,3908,12/22/2011,3908,Closed,1 - Closed
1550 - ACCOUNTING AND TAX TIME SERVIC,,SC2446,12/22/2011,SC2446,Closed,1 - Closed
2501 - IOWA VETERINARY SPECIALTIES,,SC2448,12/22/2011,SC2448,Closed,1 - Closed
3307 - RENT-A-CENTER,,SC2449,12/22/2011,SC2449,Closed,1 - Closed
18600 - CAT SCALE,17142,3909,12/27/2011,3909,Closed,1 - Closed
91100 - QUIZNO'S SUBS,,SC2450,12/27/2011,SC2450,Closed,1 - Closed
18600 - CAT SCALE,17152,3910,12/28/2011,3910,Closed,1 - Deleted
,,,,,,2 - Closed
110100 - TACO JOHN'S OF IOWA,,SC2451,12/28/2011,SC2451,Closed,1 - Closed
3322 - TOY NETWORK,,SC2452,12/28/2011,SC2452,Closed,1 - Closed
3301 - UNITED SERVICE CREDIT UNION,,SC2453,12/29/2011,SC2453,Closed,1 - Closed
3327 - DOWNEY TIRE,,SC2454,12/29/2011,SC2454,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,034109-00,SC2455,12/29/2011,SC2455,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13450,3911,12/30/2011,3911,Closed,1 - Closed
2537 - ICON IDENTITY SOLUTIONS,1176492,3912,12/30/2011,3912,Closed,1 - Closed
3178 - SOUTH WATER SIGNS,11424-HH-1,SC2456,1/3/2012,SC2456,Closed,1 - Closed
3328 - DUBUQUE SIGN CO.,,SC2457,1/4/2012,SC2457,Closed,1 - Closed
3178 - SOUTH WATER SIGNS,11418-HH-1,SC2458,1/4/2012,SC2458,Closed,1 - Closed
3329 - TENSION ENVELOPES,,3913,1/5/2012,3913,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13486,3914,1/5/2012,3914,Closed,1 - Closed
3196 - MOM'S MEALS,,3915,1/6/2012,3915,Closed,1 - Closed
,,,,,,2 - Closed
"77950 - NAGLE SIGNS, INC.",13480,3916,1/6/2012,3916,Closed,1 - Closed
106400 - TACO JOHN'S,,SC2459,1/6/2012,SC2459,Closed,1 - Closed
119800 - VISTA REAL ESTATE & INVESTMENT CORP.,,3917,1/9/2012,3917,Closed,1 - Closed
18750 - CB RICHARD ELLIS,,3918,1/9/2012,3918,Closed,1 - Deleted
,,,,,,2 - Closed
35250 - DES MOINES INTERNATIONAL AIRPO,AIR 0000029942,3919,1/9/2012,3919,Closed,1 - Closed
,,,,,,2 - Closed
3013 - VAN METER INDUSTRIAL,,3920,1/9/2012,3920,Closed,1 - Closed
,,,,,,2 - Closed
3013 - VAN METER INDUSTRIAL,,3921,1/10/2012,3921,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
"77950 - NAGLE SIGNS, INC.",13497,3922,1/10/2012,3922,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",13375,3923,1/10/2012,3923,Closed,1 - Closed
,,,,,,2 - Closed
3234 - MARCECO LTD,,3924,1/10/2012,3924,Closed,1 - Closed
3330 - WEST DES MOINES CHIROPRACTIC,,3925,1/10/2012,3925,Closed,1 - Closed
107000 - TACO JOHN'S,,3926,1/10/2012,3926,Closed,1 - Closed
29800 - COMMONWEALTH ELECTRIC,,3928,1/11/2012,3928,Closed,1 - Closed
,,,,,,2 - Closed
"77950 - NAGLE SIGNS, INC.",13552,3929,1/12/2012,3929,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
"77950 - NAGLE SIGNS, INC.",13551,3930,1/12/2012,3930,Closed,1 - Closed
,,,,,,2 - Closed
2885 - BOB BROWN BUICK GMC,,SC2460,1/12/2012,SC2460,Closed,1 - Closed
3331 - IOWA SAVINGS BANK,,3931,1/13/2012,3931,Closed,1 - Closed
,,,,,,2 - Closed
"77950 - NAGLE SIGNS, INC.",13557,3932,1/13/2012,3932,Closed,1 - Closed
3298 - TAKI JAPANESE STEAKHOUSE,,3933,1/13/2012,3933,Closed,1 - Closed
18600 - CAT SCALE,17321,3934,1/13/2012,3934,Closed,1 - Closed
2904 - IMS,1179265,SC2461,1/13/2012,SC2461,Closed,1 - Closed
"33600 - DALE TRAVIS ASSOCIATES, INC.",Roy Bovell = PO,3935,1/16/2012,3935,Closed,1 - Closed
3332 - CHARLEY'S GRILLED SUBS,,3936,1/16/2012,3936,Closed,1 - Closed
