Customer,P.O. Nbr,SO Nbr,S.O. Date,Invoices,Order Status,Order Line/Status
"2179 - CRAVE BAR, GRILL & FONDUE",,1129,6/19/2007,1129,Closed,1 - Closed
18600 - CAT SCALE,,62204,6/19/2007,,Closed,1 - Closed
18600 - CAT SCALE,,62205,6/19/2007,,Closed,1 - Closed
18600 - CAT SCALE,,1136,6/20/2007,1136,Closed,1 - Closed
2196 - GANDER MOUNTAIN COMPANY,,1137,6/20/2007,1137,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
2196 - GANDER MOUNTAIN COMPANY,,1138,6/20/2007,1138,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
2196 - GANDER MOUNTAIN COMPANY,,1139,6/20/2007,1139,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
2196 - GANDER MOUNTAIN COMPANY,,1140,6/20/2007,1140,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
61150 - JOEL MCCARTAN INSURANCE GROUP,,1146,6/21/2007,1146,Closed,1 - Closed
107300 - TACO JOHN'S,,1147,6/21/2007,1147,Closed,1 - Closed
2215 - TACO JOHN'S,,1148,6/21/2007,1148,Closed,1 - Closed
,,,,,,2 - Closed
"42300 - FAREWAY STORES, INC.",2819-W,1149,6/21/2007,1149,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
18600 - CAT SCALE,,1152,6/21/2007,,Closed,1 - Closed
"121850 - WEST GLEN TOWN CENTER, LLC",,1156,6/21/2007,1156,Closed,1 - Closed
115150 - TONIC,,SC1057,6/21/2007,,Closed,1 - Closed
25800 - CHARLEY'S GRILLED SUBS,,SC1058,6/21/2007,SC1058,Closed,1 - Closed
18600 - CAT SCALE,,1154,6/22/2007,,Closed,1 - Closed
32800 - CUSTARD'S LAST STAND,,SC1059,6/22/2007,SC1059,Closed,1 - Closed
2151 - WAUKEE CYCLING & FITNESS,,SC1060,6/22/2007,SC1060,Closed,1 - Closed
2196 - GANDER MOUNTAIN COMPANY,,1155,6/25/2007,1155,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
,,,,,,8 - Closed
2217 - CHARLEY'S GRILLED SUBS,,1157,6/25/2007,1157,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
2168 - FARM BUREAU FINANCIAL SERVICES,,SC1061,6/25/2007,SC1061,Closed,1 - Closed
11100 - BEST WESTERN REGAL INN,,SC1062,6/25/2007,SC1062,Closed,1 - Closed
2210 - HOLMES HONDA,,SC1063,6/25/2007,SC1063,Closed,1 - Closed
50250 - GOODYEAR,4500615646,1158,6/26/2007,1158,Closed,1 - Closed
120800 - WALTERS COMPANIES,,1159,6/26/2007,1159,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
18600 - CAT SCALE,,1160,6/26/2007,1160,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
18600 - CAT SCALE,,1161,6/26/2007,1161,Closed,1 - Closed
,,,,,,2 - Closed
18600 - CAT SCALE,,1164,6/26/2007,1164,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
2196 - GANDER MOUNTAIN COMPANY,,1165,6/26/2007,1165,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
107950 - TACO JOHN'S,,1166,6/26/2007,1166,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
,,,,,,8 - Closed
,,,,,,9 - Closed
,,,,,,10 - Closed
,,,,,,11 - Closed
18600 - CAT SCALE,,1168,6/26/2007,1168,Closed,1 - Closed
,,,,,,2 - Closed
2220 - 5 STAR MUFFLER,,SC1064,6/27/2007,SC1064,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,1169,6/28/2007,1169,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
,,,,,,8 - Closed
,,,,,,9 - Closed
,,,,,,10 - Closed
,,,,,,11 - Closed
,,,,,,12 - Closed
,,,,,,13 - Closed
,,,,,,14 - Closed
,,,,,,15 - Closed
,,,,,,16 - Closed
,,,,,,17 - Closed
2190 - CHINA ONE,,1170,6/28/2007,1170,Closed,1 - Closed
,,,,,,2 - Closed
123660 - WINESTYLES,,1171,6/28/2007,1171,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Deleted
,,,,,,6 - Closed
,,,,,,7 - Closed
,,,,,,8 - Deleted
87150 - PILOT TRAVEL CENTERS LLC,61934.1,61934-01,6/29/2007,61934-01,Closed,1 - Closed
87150 - PILOT TRAVEL CENTERS LLC,61934.8,61934-02,6/29/2007,61934-02,Closed,1 - Closed
87150 - PILOT TRAVEL CENTERS LLC,61934.9,61934-03,6/29/2007,61934-03,Closed,1 - Closed
"121850 - WEST GLEN TOWN CENTER, LLC",,SC1065,6/29/2007,SC1065,Closed,1 - Closed
95950 - NATIONAL CARWASH SOLUTIONS,,62092-03,6/30/2007,62092-03,Closed,1 - Closed
2210 - HOLMES HONDA,,1172,7/2/2007,,Closed,1 - Closed
2196 - GANDER MOUNTAIN COMPANY,,1174,7/2/2007,1174,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
,,,,,,8 - Closed
"77950 - NAGLE SIGNS, INC.",,1175,7/2/2007,1175,Closed,1 - Closed
2224 - HOLMES HYUNDAI,,1176,7/2/2007,1176,Closed,1 - Closed
"12850 - BON-TON STORES, INC., THE",,1177,7/2/2007,1177,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
18600 - CAT SCALE,17359,1178,7/2/2007,1178,Closed,1 - Closed
18600 - CAT SCALE,17356,1179,7/2/2007,1179,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
106000 - SUPER WASH,,61720,7/2/2007,61720,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
63200 - KERKHOFF CHIROPRACTIC,,1180,7/3/2007,1180,Closed,1 - Closed
3532 - NEUMANN BUILDERS,,1181,7/3/2007,1181,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
120800 - WALTERS COMPANIES,,1182,7/3/2007,1182,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
2219 - CHARLIE'S CHILDREN'S SHOP,,1183,7/3/2007,1183,Closed,1 - Closed
,,,,,,2 - Closed
"42300 - FAREWAY STORES, INC.",,1184,7/5/2007,1184,Closed,1 - Closed
69850 - MAID-RITE COMPANY,,1185,7/5/2007,1185,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
,,,,,,8 - Closed
,,,,,,9 - Closed
"77950 - NAGLE SIGNS, INC.",1565,1189,7/5/2007,1189,Closed,1 - Closed
96750 - SALONFUSION,,SC1067,7/5/2007,SC1067,Closed,1 - Closed
73650 - MERCURY INSURANCE,,1186,7/6/2007,1186,Closed,1 - Closed
,,,,,,2 - Closed
2114 - FIRST REALTY GMAC REAL ESTATE,,1187,7/10/2007,1187,Closed,1 - Closed
2225 - HEARTLAND PLASTIC & RECONSTRUCTIVE SURGERY,,1188,7/10/2007,1188,Closed,1 - Closed
2108 - CHRISTOPHERSON PROPERTIES,,1190,7/10/2007,1190,Closed,1 - Closed
,,,,,,2 - Closed
"26650 - CHICAGO RESTAURANT CO., LLC",,SC1068,7/10/2007,SC1068,Closed,1 - Closed
69850 - MAID-RITE COMPANY,E-0011144,1191,7/11/2007,1191,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
2216 - US BANK CORPORATE REAL ESTATE,,1192,7/11/2007,1192,Closed,1 - Closed
18600 - CAT SCALE,,1193,7/11/2007,1193,Closed,1 - Closed
,,,,,,2 - Closed
2227 - QDOBA MEXICAN GRILL,,SC1070,7/11/2007,SC1070,Closed,1 - Closed
2228 - PUMP IT UP,,1194,7/12/2007,1194,Closed,1 - Closed
,,,,,,2 - Closed
2230 - DENT ELIMINATORS,,1195,7/12/2007,1195,Closed,1 - Closed
13900 - BRIDGEWOOD PLAZA LLC,,SC1071,7/12/2007,,Closed,1 - Closed
,,,,,,2 - Closed
21100 - CHARLEY'S GRILLED SUBS,6115,1196,7/13/2007,1196,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
67450 - LIBERTY BANK,,1197,7/13/2007,1197,Closed,1 - Closed
2231 - SUPER WASH,,SC1072,7/13/2007,SC1072,Closed,1 - Closed
2232 - THOMAS SWAN SIGN,6131,1198,7/16/2007,1198,Closed,1 - Closed
,,,,,,2 - Closed
90550 - QSV CORPORATE,,1200,7/16/2007,1200,Closed,1 - Closed
,,,,,,2 - Closed
95950 - NATIONAL CARWASH SOLUTIONS,163171,1201,7/16/2007,1201,Closed,1 - Closed
21100 - CHARLEY'S GRILLED SUBS,5963,1202,7/16/2007,1202,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
120800 - WALTERS COMPANIES,,1203,7/16/2007,1203,Closed,1 - Closed
,,,,,,2 - Closed
"77950 - NAGLE SIGNS, INC.",1597,1204,7/16/2007,1204,Closed,1 - Closed
15750 - BUSINESS DESIGNS INC.,,1205,7/17/2007,1205,Closed,1 - Closed
18600 - CAT SCALE,,1206,7/17/2007,1206,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Deleted
,,,,,,4 - Closed
18600 - CAT SCALE,,1207,7/17/2007,1207,Closed,1 - Deleted
,,,,,,2 - Deleted
,,,,,,3 - Deleted
,,,,,,4 - Deleted
,,,,,,5 - Closed
2146 - BODIN DESIGN BUILD,,1210,7/17/2007,1210,Closed,1 - Closed
,,,,,,2 - Closed
21100 - CHARLEY'S GRILLED SUBS,6131,1211,7/19/2007,1211,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
21100 - CHARLEY'S GRILLED SUBS,6125,1212,7/19/2007,1212,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
18600 - CAT SCALE,16249,1213,7/19/2007,1213,Closed,1 - Closed
,,,,,,2 - Closed
18600 - CAT SCALE,16498,1214,7/19/2007,1214,Closed,1 - Closed
,,,,,,2 - Closed
2233 - CHILDREN'S LEARNING DEN,,1215,7/19/2007,1215,Closed,1 - Closed
74700 - MID-AMERICA COMMERCIAL,,1216,7/19/2007,1216,Closed,1 - Closed
2234 - AMERICA'S BEST VALU INN,,1217,7/19/2007,1217,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
2450 - ADVENTURE LIGHTING,1020250,1218,7/19/2007,1218,Closed,1 - Closed
,,,,,,2 - Closed
2192 - CARPER BURROW,,1219,7/20/2007,1219,Closed,1 - Closed
,,,,,,2 - Closed
2235 - PLATINUM MOTORS,,1220,7/20/2007,1220,Closed,1 - Closed
,,,,,,2 - Closed
2236 - TACO JOHN'S,,1221,7/20/2007,1221,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Deleted
,,,,,,7 - Closed
,,,,,,8 - Closed
,,,,,,9 - Closed
,,,,,,10 - Closed
,,,,,,11 - Closed
,,,,,,12 - Closed
50250 - GOODYEAR,4500615646,1222,7/20/2007,1222,Closed,1 - Closed
2159 - FORT DES MOINES FINANCIAL SERVICES,,SC1073,7/20/2007,SC1073,Closed,1 - Closed
18600 - CAT SCALE,,1223,7/23/2007,1223,Closed,1 - Closed
76900 - MORTON BUILDINGS INC,,SC1074,7/23/2007,SC1074,Closed,1 - Closed
2237 - WILLOWIN THOROUGHBREDS,,1224,7/24/2007,1224,Closed,1 - Closed
18600 - CAT SCALE,,1225,7/24/2007,1225,Closed,1 - Closed
,,,,,,2 - Closed
2168 - FARM BUREAU FINANCIAL SERVICES,,SC1075,7/24/2007,SC1075,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",,1226,7/26/2007,1226,Closed,1 - Closed
2238 - CAMPBELL OIL CO.,,SC1080,7/26/2007,,Closed,1 - Closed
6300 - ANYTIME FITNESS,,1229,7/27/2007,1229,Closed,1 - Closed
"2239 - BRUMMEL, MADSEN & ASSOCIATES, INC",,1230,7/27/2007,,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
73650 - MERCURY INSURANCE,,1231,7/27/2007,1231,Closed,1 - Deleted
,,,,,,2 - Closed
,,,,,,3 - Closed
2240 - WAYMATIC INC.,,1232,7/27/2007,1232,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
120800 - WALTERS COMPANIES,,1235,7/31/2007,1235,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
120800 - WALTERS COMPANIES,,1236,7/31/2007,1236,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",1732,1237,7/31/2007,1237,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",1751,1238,7/31/2007,1238,Closed,1 - Closed
2241 - TRUE COMFORT SUPPLY,,1239,7/31/2007,1239,Closed,1 - Closed
,,,,,,2 - Closed
3641 - DR. BRETT ROHLFSEN,,1240,7/31/2007,1240,Closed,1 - Closed
42800 - FARMER'S TRUST & SAVINGS BANK,,1241,7/31/2007,1241,Closed,1 - Closed
18600 - CAT SCALE,,1242,7/31/2007,1242,Closed,1 - Closed
52800 - HEART OF AMERICA RESTAURANTS &,,1243,7/31/2007,1243,Closed,1 - Closed
,,,,,,2 - Closed
95950 - NATIONAL CARWASH SOLUTIONS,62092,62092-04,7/31/2007,62092-04,Closed,1 - Closed
2196 - GANDER MOUNTAIN COMPANY,,SC1082,7/31/2007,,Closed,1 - Closed
2242 - MAURICE'S,,SC1083,7/31/2007,SC1083,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,SC1085,7/31/2007,,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,SC1086,7/31/2007,SC1086,Closed,1 - Closed
2245 - MASSAGE HEIGHTS,,1244,8/1/2007,1244,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
2221 - OSE OFFICE FURNITUE,,1246,8/2/2007,1246,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
110100 - TACO JOHN'S OF IOWA,,1247,8/2/2007,1247,Closed,1 - Closed
90550 - QSV CORPORATE,76759,1248,8/2/2007,1248,Closed,1 - Closed
2146 - BODIN DESIGN BUILD,,1249,8/2/2007,,Closed,
112850 - THE MEMBERS GROUP,,1250,8/2/2007,1250,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
109460 - TACO JOHN'S,,SC1087,8/2/2007,SC1087,Closed,1 - Closed
120400 - WALDINGER CORPORATION,LP51549,1251,8/3/2007,1251,Closed,1 - Closed
90550 - QSV CORPORATE,75910,SC1089,8/3/2007,SC1089,Closed,1 - Closed
2249 - PAPA MURPHY'S PIZZA,,1252,8/7/2007,1252,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
18600 - CAT SCALE,16359,1253,8/7/2007,1253,Closed,1 - Closed
2248 - GREASE MONKEY #904,,1255,8/7/2007,1255,Closed,1 - Closed
123660 - WINESTYLES,,SC1090,8/7/2007,,Closed,1 - Closed
2251 - ADVANCED FOOT & ANKLE CLINIC,,1256,8/8/2007,1256,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
2196 - GANDER MOUNTAIN COMPANY,,1257,8/8/2007,1257,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
2196 - GANDER MOUNTAIN COMPANY,,SC1091,8/8/2007,,Closed,1 - Closed
2196 - GANDER MOUNTAIN COMPANY,,SC1092,8/8/2007,,Closed,1 - Closed
3619 - BOESEN LAND COMPANY LLC,,1258,8/9/2007,1258,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
2253 - FAIRLANE BOWLING ALLEY,,1259,8/10/2007,1259,Closed,1 - Closed
900 - ARMY & AIR FORCE EXCHANGE SERVICES,06-3634-6039,SC1093,8/10/2007,SC1093,Closed,1 - Closed
123660 - WINESTYLES,,1260,8/13/2007,,Closed,1 - Closed
65750 - LADCO DEVELOPMENT,,1261,8/13/2007,1261,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
2231 - SUPER WASH,,SC1094,8/14/2007,SC1094,Closed,1 - Closed
18600 - CAT SCALE,16351,1262,8/15/2007,1262,Closed,1 - Closed
,,,,,,2 - Closed
120800 - WALTERS COMPANIES,,1263,8/15/2007,1263,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",1855,1264,8/15/2007,1264,Closed,1 - Closed
2255 - ULTIMATE CAR CARE,,1266,8/15/2007,1266,Closed,1 - Closed
2256 - TACO JOHN'S,,1267,8/15/2007,1267,Closed,1 - Closed
,,,,,,2 - Closed
73650 - MERCURY INSURANCE,,1268,8/15/2007,1268,Closed,1 - Closed
,,,,,,2 - Closed
95950 - NATIONAL CARWASH SOLUTIONS,,1269,8/15/2007,1269,Closed,1 - Closed
"2252 - MORTON BUILDINGS, INC.",E 57529,1270,8/15/2007,1270,Closed,1 - Closed
,,,,,,2 - Deleted
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
95950 - NATIONAL CARWASH SOLUTIONS,136873,1271,8/15/2007,1271,Closed,1 - Closed
95950 - NATIONAL CARWASH SOLUTIONS,136873,1272,8/15/2007,1272,Closed,1 - Closed
95950 - NATIONAL CARWASH SOLUTIONS,136873,1273,8/15/2007,1273,Closed,1 - Closed
95950 - NATIONAL CARWASH SOLUTIONS,136873,1274,8/15/2007,1274,Closed,1 - Closed
95950 - NATIONAL CARWASH SOLUTIONS,136873,1275,8/15/2007,1275,Closed,1 - Closed
2257 - WINESTYLES,,SC1095,8/16/2007,SC1095,Closed,1 - Deleted
,,,,,,2 - Closed
2196 - GANDER MOUNTAIN COMPANY,,SC1098,8/16/2007,,Closed,1 - Closed
2258 - EXPRESS SIGNS & GRAPHICS,,1276,8/17/2007,1276,Closed,1 - Closed
"2259 - MACKE MOTORS, INC.",,1278,8/21/2007,1278,Closed,1 - Closed
,,,,,,2 - Closed
2224 - HOLMES HYUNDAI,,SC1099,8/21/2007,,Closed,1 - Closed
120800 - WALTERS COMPANIES,,1279,8/22/2007,1279,Closed,1 - Closed
38050 - EAGLE SIGN CO.,,1280,8/22/2007,,Closed,1 - Closed
38050 - EAGLE SIGN CO.,,1281,8/22/2007,,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,1282,8/22/2007,1282,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
,,,,,,8 - Closed
,,,,,,9 - Closed
,,,,,,10 - Closed
,,,,,,11 - Closed
,,,,,,12 - Closed
,,,,,,13 - Closed
,,,,,,14 - Closed
,,,,,,15 - Closed
,,,,,,16 - Closed
18600 - CAT SCALE,,1283,8/23/2007,1283,Closed,1 - Closed
123660 - WINESTYLES,,SC1100,8/23/2007,SC1100,Closed,1 - Closed
"2261 - AON RISK SERVICES, INC.",,1284,8/28/2007,1284,Closed,1 - Closed
2262 - PUMP IT UP,,1285,8/28/2007,1285,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
"77950 - NAGLE SIGNS, INC.",1942,1287,8/29/2007,1287,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
"2254 - POPULAR LEASING U.S.A., INC",73221-070806-3,1290,8/29/2007,1290,Closed,1 - Closed
,,,,,,2 - Closed
18600 - CAT SCALE,,1291,8/29/2007,1291,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
109450 - TACO JOHN'S,,SC1101,8/29/2007,SC1101,Closed,1 - Closed
2264 - CENTERVILLE EQUIPMENT,,1292,8/30/2007,1292,Closed,1 - Closed
58800 - IOWA STATE BANK,,1293,8/31/2007,1293,Closed,1 - Closed
,,,,,,2 - Closed
106000 - SUPER WASH,,1294,9/4/2007,1294,Closed,1 - Closed
,,,,,,2 - Closed
123670 - WINESTYLES,,1295,9/4/2007,1295,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
106910 - TACO JOHN'S,,1296,9/4/2007,1296,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
,,,,,,8 - Closed
,,,,,,9 - Closed
,,,,,,10 - Closed
,,,,,,11 - Closed
,,,,,,12 - Closed
,,,,,,13 - Closed
,,,,,,14 - Closed
,,,,,,15 - Closed
,,,,,,16 - Closed
2265 - GREEN HORIZONS PROPERTIES,,1297,9/4/2007,1297,Closed,1 - Closed
,,,,,,2 - Closed
2219 - CHARLIE'S CHILDREN'S SHOP,,SC1102,9/4/2007,SC1102,Closed,1 - Closed
2266 - CARTRIDGE WORLD,,SC1103,9/4/2007,,Closed,1 - Closed
2251 - ADVANCED FOOT & ANKLE CLINIC,,1298,9/5/2007,1298,Closed,1 - Closed
18600 - CAT SCALE,,1299,9/5/2007,1299,Closed,1 - Closed
,,,,,,2 - Closed
103910 - STATE FARM,,1300,9/5/2007,1300,Closed,1 - Closed
90550 - QSV CORPORATE,,SC1104,9/5/2007,SC1104,Closed,1 - Closed
3550 - ALL NATIONS ASSEMBLY OF GOD,,SC1105,9/5/2007,SC1105,Closed,1 - Closed
"121850 - WEST GLEN TOWN CENTER, LLC",,SC1106,9/6/2007,SC1106,Closed,1 - Closed
2249 - PAPA MURPHY'S PIZZA,,SC1107,9/6/2007,SC1107,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",2014,1302,9/10/2007,1302,Closed,1 - Closed
110100 - TACO JOHN'S OF IOWA,,1303,9/10/2007,1303,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
2268 - QUALITY RESOURCE GROUP,,1304,9/10/2007,1304,Closed,1 - Closed
,,,,,,2 - Closed
2269 - LETTY'S BEAUTY SHOP,,1305,9/10/2007,1305,Closed,1 - Closed
2270 - OTTUMWA TENT & AWNING,,1306,9/10/2007,1306,Closed,1 - Closed
18600 - CAT SCALE,16582,1307,9/10/2007,1307,Closed,1 - Closed
2272 - TACO JOHN'S,,1309,9/10/2007,1309,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
,,,,,,8 - Closed
,,,,,,9 - Closed
,,,,,,10 - Closed
,,,,,,11 - Closed
,,,,,,12 - Closed
,,,,,,13 - Closed
,,,,,,14 - Closed
,,,,,,15 - Closed
,,,,,,16 - Closed
71700 - MAURICES,,1310,9/10/2007,,Closed,1 - Closed
2101 - SALAD CREATIONS,,SC1109,9/10/2007,SC1109,Closed,1 - Closed
,,,,,,2 - Closed
21950 - CHARLEY'S GRILLED SUBS,,SC1112,9/10/2007,SC1112,Closed,1 - Closed
95950 - NATIONAL CARWASH SOLUTIONS,,1312,9/11/2007,1312,Closed,1 - Closed
2263 - LORI BENTS,,1313,9/11/2007,1313,Closed,1 - Closed
78150 - NATHAN'S FLOORS TO GO,,1314,9/11/2007,1314,Closed,1 - Closed
,,,,,,2 - Closed
123675 - WINESTYLES,,1315,9/11/2007,1315,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
"2273 - MORTON BUILDINGS, INC.",E 57584,1316,9/11/2007,1316,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
95950 - NATIONAL CARWASH SOLUTIONS,137773,1319,9/11/2007,1319,Closed,1 - Closed
,,,,,,2 - Closed
71700 - MAURICES,,SC1110,9/11/2007,SC1110,Closed,1 - Closed
"42300 - FAREWAY STORES, INC.",,SC1111,9/11/2007,SC1111,Closed,1 - Closed
2196 - GANDER MOUNTAIN COMPANY,,1320,9/12/2007,1320,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
2196 - GANDER MOUNTAIN COMPANY,,1321,9/12/2007,1321,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Deleted
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
,,,,,,8 - Closed
2196 - GANDER MOUNTAIN COMPANY,,1322,9/12/2007,1322,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Deleted
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
,,,,,,8 - Closed
,,,,,,9 - Closed
97250 - SARPINO'S PIZZERIA,,1323,9/12/2007,1323,Closed,1 - Closed
18600 - CAT SCALE,,1324,9/12/2007,1324,Closed,1 - Closed
,,,,,,2 - Closed
15750 - BUSINESS DESIGNS INC.,,SC1113,9/12/2007,SC1113,Closed,1 - Closed
"42300 - FAREWAY STORES, INC.",03730R,1326,9/13/2007,1326,Closed,1 - Closed
8800 - BALL CONSTRUCTION SERVICES,,1327,9/13/2007,1327,Closed,1 - Closed
2271 - ALLIED GENERAL AGENCY,,1328,9/13/2007,1328,Closed,1 - Closed
69850 - MAID-RITE COMPANY,E-0011143,1329,9/13/2007,1329,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
2274 - JOHN O'NEILL,,1331,9/14/2007,1331,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
2275 - PUMP IT UP,,1332,9/14/2007,1332,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
2196 - GANDER MOUNTAIN COMPANY,,1333,9/14/2007,1333,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",2045,1334,9/14/2007,1334,Closed,1 - Closed
2108 - CHRISTOPHERSON PROPERTIES,,SC1114,9/14/2007,SC1114,Closed,1 - Closed
