"Part Nbr","Description","Inv Type","Sales Code","Lead Code","Engr Status","Whse Location","Qty On Hand","UOM","List Price","Acctg Cost"
"216-0540","3/4 1-SIDE WHITE MDO PANEL","FLUMBR","","P","A","","0","SF","4.06219","2.32125"
"216-0550","1/2 1-SIDED WHITEWOOD PANEL","FLUMBR","","P","A","","0","SF","5.88985","3.36563"
"216-0560","1/2 2-SIDED WHITEWOOD PANEL","FLUMBR","","P","A","","0","SF","5.53000","3.15780"
"216-0570","1/2 WHITEWOOD TRIM CAP V-41","FLUMBR","","P","A","","0","LF","0.59000","0.33940"
"216-0580","1 MDF MOLD BOARD","FLUMBR","","P","A","","0","SF","3.94625","2.25500"
"216-0590","1/2 MDF MOLD BOARD","FLUMBR","","P","A","","0","SF","1.82875","1.04500"
"216-0600","3/4 MDF MOLD BOARD","FLUMBR","","P","A","","0","SF","3.90250","2.23000"
"216-0605","1/4"" MDF Mold Board","FLUMBR","","P","A","","0","SF","1.00079","0.57188"
"216-0610","3/4 PARTICLE BOARD","FLUMBR","","P","A","","0","SF","0.00000","1.10500"
"217-0100","RED COROPLAST","FPLEX","","P","A","","0","SF","0.42000","0.24000"
"217-0110","WHITE COROPLAST SHEET","FPLEX","","P","A","","0","SF","2.12406","1.21375"
"217-0120","1/2 EGG CRATE LOUVER","FPLEX","","P","A","","180","SF","6.80531","3.88875"
"217-0130","3/16 GATORBOARD","FPLEX","","P","A","","0","SF","1.94250","1.11000"
"217-0140","3/4 BROWN GATORFOAM","FPLEX","","P","A","","0","SF","3.08000","1.76000"
"217-0150","1/16 BLACK/WHITE GRAVOPLY II","FPLEX","","P","A","","0","SF","6.13000","3.50390"
"217-0160","1/16 SILVER/WHITE GRAVOPLY II","FPLEX","","P","A","","0","SF","6.13000","3.50390"
"217-0170","1/8 BLACK PLEXIGLAS","FPLEX","","P","A","","0","SF","3.41000","1.95000"
"217-0180","1/8 BLUE PLEXIGLAS","FPLEX","","P","A","","0","SF","5.50000","3.14000"
"217-0190","1/8 BROWN PLEXIGLAS","FPLEX","","P","A","","0","SF","2.88000","1.65000"
"217-0210",".118 IVORY PLEXIGLAS","FPLEX","","P","A","","0","SF","3.50000","1.65000"
"217-0220","1/8 RED PLEXIGLAS","FPLEX","","P","A","","0","SF","3.18000","2.25500"
"217-0230","1/8 WHITE PLEXIGLAS","FPLEX","","P","A","","0","SF","3.46000","1.95000"
"217-0240","1/8 YELLOW PLEXIGLAS","FPLEX","","P","A","","0","SF","5.50000","1.86970"
"217-0250","1/8 BLACK PLEXIGLAS","FPLEX","","P","A","","0","SF","2.87000","1.64000"
"217-0260","8.5 X 8.65 .125 MATTE BLACK","FPLEX","","P","A","","0","EA","11.67250","6.67000"
"217-0270","P-35 1/8 MATTE BLACK PLEXIGLAS","FPLEX","","P","A","","0","SF","6.37000","3.64080"
"217-0280","P-95 1/8 MATTE BLACK PLEXIGLAS","FPLEX","","P","A","","0","SF","10.59000","6.05250"
"217-0290","1/8 BLUE PLEXIGLAS","FPLEX","","P","A","","0","SF","5.13000","1.95000"
"217-0300","1/8 BRONZE PLEX","FPLEX","","P","A","","0","SF","5.17000","2.95000"
"217-0310","1/8 BROWN PLEXIGLAS","FPLEX","","P","A","","0","SF","3.12000","1.78400"
"217-0320","1/8 BURGUNDY PLEXIGLAS","FPLEX","","P","A","","0","SF","10.58000","6.04380"
"217-0330","1/8 CLEAR PLEXIGLAS","FPLEX","","P","A","","0","SF","4.12000","1.08000"
"217-0335",".250 CLEAR FF PLEXIGLAS","FPLEX","","P","A","","-2","SF","9.43250","4.03250"
"217-0340","1/8 GREEN PLEXIGLAS","FPLEX","","P","A","","0","SF","4.69000","2.92750"
"217-0350","1/8 IVORY PLEXIGLAS","FPLEX","","P","A","","0","SF","5.00000","2.92750"
"217-0360","1-1/2 X 7-1/2 X 1/8 IVORY PLEX","FPLEX","","P","A","","0","EA","3.69250","2.11000"
"217-0370","2.5 X 8 X .125 IVORY PLEX","FPLEX","","P","A","","0","EA","4.37500","2.50000"
"217-0380","8.5 X 11 X .125 IVORY PLEX","FPLEX","","P","A","","0","EA","6.52750","3.73000"
"217-0390","1/8 ORANGE PLEXIGLAS","FPLEX","","P","A","","0","SF","4.04000","2.25000"
"217-0400","1/8 RED PLEXIGLAS","FPLEX","","P","A","","0","SF","4.77000","2.92750"
"217-0410","1/8 RED/ORANGE PLEXIGLAS","FPLEX","","P","A","","0","SF","4.25000","2.43000"
"217-0420","1/8 WHITE PLEXIGLAS","FPLEX","","P","A","","0","SF","5.42000","3.09960"
"217-0430","1/8 YELLOW PLEXIGLAS","FPLEX","","P","A","","0","SF","4.50000","1.44000"
"217-0440",".177 BLACK PLEXIGLAS","FPLEX","","P","A","","0","SF","5.08000","2.90000"
"217-0445",".187"" Black / White Acrylic","FPLEX","","P","A","","0","SF","0.00000","3.00000"
"217-0450",".177 BLUE PLEXIGLAS","FPLEX","","P","A","","0","SF","4.05000","3.64910"
"217-0460",".177 BRONZE PLEXIGLAS","FPLEX","","P","A","","0","SF","5.18000","2.96000"
"217-0470",".177 BROWN PLEXIGLAS","FPLEX","","P","A","","0","SF","4.20000","5.08410"
"217-0480",".177 CLEAR PLEXIGLAS FF","FPLEX","","P","A","","0","SF","7.21000","4.12000"
"217-0485",".177 CLEAR IMPACT MODIFIED ACRYLIC","FPLEX","","P","A","20","2,358","SF","19.33750","11.05000"
"217-0490",".177 GRAY PLEXIGLAS","FPLEX","","P","A","","0","SF","4.41000","2.45000"
"217-0500",".177 GREEN PLEXIGLAS","FPLEX","","P","A","","0","SF","4.20000","5.08410"
"217-0510",".177 ORANGE PLEXIGLAS","FPLEX","","P","A","","0","SF","11.12000","6.35500"
"217-0520",".177 RED PLEXIGLAS FF #2157","FPLEX","","P","A","","132","SF","11.84890","6.77080"
"217-0525",".177 RED PLEXIGLAS FF #2793","FPLEX","","P","A","20","0","SF","11.84890","6.77080"
"217-0530",".177 WHITE PLEXIGLAS","FPLEX","","P","A","","0","SF","7.08750","4.05000"
"217-0535",".177 White #2447 Plexiglas","FPLEX","","P","A","","-32","SF","3.64858","2.08490"
"217-0537",".75 WHITE PLEX 7328","FPLEX","","P","A","","0","SF","20.09000","11.48000"
"217-0540",".177 YELLOW PLEXIGLAS","FPLEX","","P","A","","0","SF","8.08500","4.62000"
"217-0550","3/16 IVORY PLEXIGLAS","FPLEX","","P","A","","0","SF","6.28000","3.69000"
"217-0554",".250 #2157 RED FF PLEXIGLAS","FPLEX","","P","A","","0","SF","5.74490","3.28280"
"217-0555",".187 #2157 RED FF PLEXIGLAS","FPLEX","","P","A","","0","SF","6.63250","3.79000"
"217-0556",".177 #7328 WHITE FF PLEXIGLAS","FPLEX","","P","A","","206","SF","8.24469","2.75781"
"217-0557",".187 #2037 YELLOW FF PLEXIGLAS","FPLEX","","P","A","","76","SF","8.62220","4.30719"
"217-0560","1/4 BLACK PLEXIGLAS 2025","FPLEX","","P","A","","0","SF","5.88000","3.36000"
"217-0570","1/4 BRONZE PLEXIGLAS","FPLEX","","P","A","","0","SF","5.57000","3.18000"
"217-0580","1/4 CLEAR PLEX","FPLEX","","P","A","","0","SF","8.34470","4.76840"
"217-0585","1/4"" #2157 Red Acrylic Sheet GP","FPLEX","","P","A","","0","SF","0.00000","3.78840"
"217-0586",".187"" WHITE ACRYLIC SHEET GP","FPLEX","","P","A","","0","SF","12.40750","7.09000"
"217-0590","1/4 WHITE PLEX","FPLEX","","P","A","","0","SF","19.21500","10.98000"
"217-0600","BLACK EXP PVC KOMATEX","FPLEX","","P","A","","0","SF","5.31000","3.50000"
"217-0610","LIGHT BLUE KOMATEX","FPLEX","","P","A","","0","SF","4.38000","2.53000"
"217-0620","3MM DARK MARINE BLUE KOMATEX","FPLEX","","P","A","","0","SF","1.40000","0.80000"
"217-0630","3MM LT GRAY KOMATEX 9 X 9","FPLEX","","P","A","","0","EA","1.75000","1.00000"
"217-0640","3 MM GRAY SINTRA KOMATEX","FPLEX","","P","A","","0","SF","1.75000","1.00630"
"217-0650","RED EXP PVC KOMATEX","FPLEX","","P","A","","0","SF","2.55000","0.95310"
"217-0660","WHITE EXP PVC KOMATEX","FPLEX","","P","A","","0","SF","2.65000","1.65940"
"217-0670","3mm Yellow Sintra","FPLEX","","P","A","","0","SF","0.00000","1.01910"
"217-0680","1/2 (13MM) BLACK SINTRA","FPLEX","","P","A","","0","SF","6.79000","3.88220"
"217-0690","1/8 (3MM) BLACK SINTRA","FPLEX","","P","A","","0","SF","1.70000","0.97250"
"217-0700","1/2 WHITE SINTRA (KOMATEX)","FPLEX","","P","A","","46","SF","8.68840","4.96480"
"217-0710","1/8 (3MM) WHITE SINTRA","FPLEX","","P","A","","0","SF","1.70000","0.97250"
"217-0720","3MM WHITE KOMATEX SENTRA","FPLEX","","P","A","","0","SF","0.98000","0.56090"
"217-0730","6MM WHITE KOMATEX SINTRA","FPLEX","","P","A","","60","SF","4.28750","1.88438"
"217-0731","1 In. WHITE KOMATEX SINTRA","FPLEX","","P","A","","0","SF","11.12017","6.35438"
"217-0740","19MM WHITE SINTRA","FPLEX","","P","A","","0","SF","14.44625","8.25500"
"217-0750","1/2 SIGN FOAM II","FPLEX","","P","A","","0","SF","8.59250","4.91000"
"217-0760","1 SIGNFOAM 3 18 LB","FPLEX","","P","A","","0","SF","16.40242","9.37281"
"217-0765","1.5"" 15# Signfoam","FPLEX","","P","A","","0","SF","16.40240","9.37281"
"217-0770",".070 WHITE V-3 STA TUF","FPLEX","","P","A","","0","SF","3.41250","1.95000"
"217-0780",".750 CLEAR ACRYLIC SHEET","FPLEX","","P","A","","12","SF","30.46860","17.41063"
"217-0790",".500 CLEAR ACRYLIC SHEET","FPLEX","","P","A","","4","SF","19.10000","9.29688"
"217-0793","1"" CLEAR ACRYLIC SHEET","FPLEX","","P","A","20","87","SF","50.66040","28.94880"
"217-0795","1"" 7328 WHITE ACRYLIC SHEET","FPLEX","","P","A","20","32","SF","40.89148","23.36656"
"217-0796",".75 7328 WHITE ACRYLIC SHEET","FPLEX","","P","A","20","20","SF","24.08000","13.76000"
"217-0800",".50 WHITE PLEX 7328","FPLEX","","P","A","","84","SF","20.09000","11.48000"
"217-4715","#10-16 X 3/4 #3 NEOPRENE HEX WASHER HEAD SELF DRILL SCREWS","HRDWRE","","P","A","","0","EA","0.06300","0.03600"
"218-0100","12' CHANGER ARM","FCHANG","","P","A","","0","EA","115.50000","66.00000"
"218-0110","18' CHANGER ARM","FCHANG","","P","A","","0","EA","90.00000","49.52250"
"218-0120","SUCTION CUP AND KNUCKLE ASSEMBLY","FCHANG","","P","A","","0","EA","15.67000","8.95330"
"218-0130","SUCTION CUP FOR CHANGER","FCHANG","","P","A","","0","EA","18.86000","9.43000"
"218-0140","WIRE BOLT & NUT FOR CHANGER CUP","FCHANG","","P","A","","0","EA","1.05000","0.60000"
"218-0150","8"" LETTER STORAGE CABINET","FCHANG","","P","A","","0","EA","91.35000","47.40000"
"218-0160","LETTER TRACK, BOTTOM - 8'","FCHANG","","P","A","","50","FT","2.39969","1.37125"
"218-0161","LETTER TRACK, BOTTOM - 10'","FCHANG","","P","A","","0","FT","1.00000","0.52000"
"218-0162","LETTER TRACK, BOTTOM - 12'","FCHANG","","P","A","","-12","FT","1.00000","0.46800"
"218-0170","LETTER TRACK, MUTUAL - 8'","FCHANG","","P","A","","113","FT","3.07563","1.75750"
"218-0171","LETTER TRACK, MUTUAL - 10'","FCHANG","","P","A","","0","FT","1.19000","0.68000"
"218-0172","LETTER TRACK, MUTUAL - 12'","FCHANG","","P","A","","-48","FT","1.10000","0.61800"
"218-0180","LETTER TRACK, TOP - 8'","FCHANG","","P","A","","75","FT","2.92031","1.66875"
"218-0181","LETTER TRACK, TOP - 10'","FCHANG","","P","A","","0","FT","1.10250","0.63000"
"218-0182","LETTER TRACK, TOP - 12'","FCHANG","","P","A","","-12","FT","1.00000","0.57000"
"218-0190","TEXAS LETTER TRACK - 7'-6""","FCHANG","","P","A","","0","FT","1.16000","0.66510"
"218-0200","WAGNER LETTER TRACK/PLASTI-BAR - 8'","FCHANG","","P","A","","0","FT","1.58000","0.54000"
"218-0210","8"" NUMBER SET - BLACK - 42/SET","FCHANG","","P","A","","0","SET","131.88000","84.14000"
"218-0220","8"" NUMBER SET - GREEN - 42/SET","FCHANG","","P","A","","0","SET","131.88000","84.14000"
"218-0230","12"" NUMBER SET - GREEN - 42/SET","FCHANG","","P","A","","0","SET","441.76000","252.43430"
"218-0240","12"" NUMBER SET - BLACK - 42/SET","FCHANG","","P","A","","0","SET","371.51000","212.29000"
"218-0250","12"" GAS PRICE/PRODUCT PANEL SET","FCHANG","","P","A","","0","SET","396.29000","226.45000"
"218-0260","4"" BLACK PRONTO LETTERS","FCHANG","","P","A","","0","EA","0.89000","0.52800"
"218-0270","6"" BLACK PRONTO LETTERS","FCHANG","","P","A","","0","EA","1.50000","0.51600"
"218-0280","8"" ADM BLACK LETTER / RED NUMBER","FCHANG","","P","A","","0","EA","2.50000","1.24810"
"218-0290","8"" DRC LETTERS FOR CHANGEABL","FCHANG","","P","A","","0","BX","84.15000","36.50000"
"218-0300","8/9"" ADM BLACK LETTER / RED NUMBER","FCHANG","","P","A","","0","EA","1.47000","0.84000"
"218-0310","9"" GAS PRICING STYLE B - KUM & GO","FCHANG","","P","A","","0","EA","4.04250","2.31000"
"218-0320","8"" BLACK USED LETTERS","FCHANG","","P","A","","0","LF","1.66000","0.95000"
"218-0330","8"" BLACK SOLID ZIP","FCHANG","","P","A","","0","EA","2.18750","1.25000"
"219-0100","1/2 X 1/2 X 1/8 ANGLE","FSTANG","","P","A","","40","FT","0.20000","0.11000"
"219-0110","3/4 X 3/4 X 1/8 ANGLE","FSTANG","","P","A","","0","FT","0.37000","0.21390"
"219-0120","1 X 1 X 1/8 ANGLE IRON","FSTANG","","P","A","","0","FT","0.82600","0.47200"
"219-0130","1 X 1 X 1/4 ANGLE IRON","FSTANG","","P","A","","0","FT","1.49625","0.85500"
"219-0140","1-1/2 X 1-1/2 X 1/8 ANGLE","FSTANG","","P","A","","0","FT","0.97000","0.55390"
"219-0150","1-1/2"" X 1-1/2"" X 3/16"" ANGLE IRON","FSTANG","","P","A","20","348","FT","2.62500","1.41750"
"219-0155","ANGLE IRON MOUNTING BRACKET - CAT","FSTANG","PYLON","M","A","","25","EA","5.74175","3.28100"
"219-0160","2 X 2 X 1/8 ANGLE IRON","FSTANG","","P","A","","0","FT","1.20000","0.72650"
"219-0170","2"" X 2"" X 3/16"" ANGLE IRON","FSTANG","","P","A","","620","FT","3.68536","1.75000"
"219-0180","2 X 2 X 1/4 ANGLE IRON","FSTANG","","P","A","","0","FT","3.44400","1.49250"
"219-0188","3/16"" x 2"" x 3"" angle","FSTANG","","P","A","","0","FT","0.00000","1.21600"
"219-0190","3 X 2 X 1/4 ANGLE IRON","FSTANG","","P","A","","0","FT","1.18000","1.45350"
"219-0200","3 X 2 X 5/16 ANGLE IRON","FSTANG","","P","A","","0","FT","2.45000","1.40000"
"219-0210","3 X 2 X 3/8 STEEL ANGLE","FSTANG","","P","A","","0","FT","2.51000","1.42500"
"219-0220","3 X 3 X 3/16 ANGLE IRON","FSTANG","","P","A","","0","FT","1.18000","1.27990"
"219-0221","3 X 3 X 3/16 ANGLE IRON","FSTANG","","P","A","","0","FT","1.18000","1.27990"
"219-0230","3 X 3 X 1/4 ANGLE IRON","FSTANG","","P","A","","0","FT","4.88250","2.79000"
"219-0231","3 X 3 X 1/4 ANGLE IRON","FSTANG","","P","A","","0","FT","4.88250","2.79000"
"219-0240","3 X 3 X 3/8 ANGLE IRON","FSTANG","","P","A","","18","FT","2.31000","1.32100"
"219-0241","3 X 3 X 3/8 ANGLE IRON","FSTANG","","P","A","","0","FT","2.31000","1.32100"
"219-0250","4 X 3 X 1/4 ANGLE IRON","FSTANG","","P","A","","0","FT","0.00000","1.30000"
"219-0251","4 X 3 X 1/4 ANGLE IRON","FSTANG","","P","A","","0","FT","0.00000","1.30000"
"219-0260","4 X 3 X 5/16 ANGLE IRON","FSTANG","","P","A","","0","FT","5.05000","2.88500"
"219-0261","4 X 3 X 5/16 ANGLE IRON","FSTANG","","P","A","","0","FT","5.05000","2.88500"
"219-0270","4 X 4 X 5/16 ANGLE IRON","FSTANG","","P","A","","12","FT","2.78000","2.12790"
"219-0271","4 X 4 X 5/16 ANGLE IRON","FSTANG","","P","A","","0","FT","2.78000","2.12790"
"219-0280","5 X 3 X 3/8 ANGLE IRON","FSTANG","","P","A","","0","FT","7.18000","4.12280"
"219-0281","5 X 3 X 3/8 ANGLE IRON","FSTANG","","P","A","","0","FT","7.18000","4.12280"
"219-0290","5 X 5 X 5/16 ANGLE IRON","FSTANG","","P","A","","0","FT","9.19000","5.25000"
"219-0291","5 X 5 X 5/16 ANGLE IRON","FSTANG","","P","A","","0","FT","9.19000","5.25000"
"219-0300","4 X 13 LB W.F. BEAM","FSTBC","","P","A","","0","FT","6.03000","3.44500"
"219-0301","4 X 13 LB W.F. BEAM","FSTBC","","P","A","","0","FT","6.03000","3.44500"
"219-0310","5 X 10 LB W.F. BEAM","FSTBC","","P","A","","0","FT","5.08000","2.90000"
"219-0311","5 X 10 LB W.F. BEAM","FSTBC","","P","A","","0","FT","5.08000","2.90000"
"219-0320","6 X 12.5 LB W.F. BEAM","FSTBC","","P","A","","0","FT","6.34000","3.62500"
"219-0321","6 X 12.5 LB W.F. BEAM","FSTBC","","P","A","","0","FT","6.34000","3.62500"
"219-0330","6 X 9 LB W.F. BEAM","FSTBC","","P","A","","0","FT","4.10000","2.34000"
"219-0331","6 X 9 LB W.F. BEAM","FSTBC","","P","A","","0","FT","4.10000","2.34000"
"219-0340","8 X 10 LB W.F. BEAM","FSTBC","","P","A","","0","FT","9.08000","5.18700"
"219-0341","8 X 10 LB W.F. BEAM","FSTBC","","P","A","","0","FT","9.08000","5.18700"
"219-0350","8 X 13 LB W.F. BEAM","FSTBC","","P","A","","0","FT","10.14000","5.79410"
"219-0351","8 X 13 LB W.F. BEAM","FSTBC","","P","A","","0","FT","10.14000","5.79410"
"219-0360","8 X 18.4 LB W.F. BEAM","FSTBC","","P","A","","0","FT","6.75000","3.85500"
"219-0361","8 X 18.4 LB W.F. BEAM","FSTBC","","P","A","","0","FT","6.75000","3.85500"
"219-0370","8 X 31 LB W.F. BEAM","FSTBC","","P","A","","0","FT","18.10000","10.33900"
"219-0371","8 X 31 LB W.F. BEAM","FSTBC","","P","A","","0","FT","18.10000","10.33900"
"219-0380","10 X 12 LB W.F. BEAM","FSTBC","","P","A","","0","FT","4.61000","2.63400"
"219-0381","10 X 12 LB W.F. BEAM","FSTBC","","P","A","","0","FT","4.61000","2.63400"
"219-0390","10 X 15 LB W.F. BEAM","FSTBC","","P","A","","0","FT","5.76000","5.24250"
"219-0391","10 X 15 LB W.F. BEAM","FSTBC","","P","A","","0","FT","5.76000","5.24250"
"219-0400","10 X 17 LB W.F. BEAM","FSTBC","","P","A","","0","FT","8.91000","5.09150"
"219-0401","10 X 17 LB W.F. BEAM","FSTBC","","P","A","","0","FT","8.91000","5.09150"
"219-0410","10 X 20 LB W.F. BEAM","FSTBC","","P","A","","0","FT","11.53000","6.58900"
"219-0411","10 X 20 LB W.F. BEAM","FSTBC","","P","A","","0","FT","11.53000","6.58900"
"219-0420","10 X 22 LB W.F. BEAM","FSTBC","","P","A","","0","FT","11.53000","6.58900"
"219-0421","10 X 22 LB W.F. BEAM","FSTBC","","P","A","","0","FT","11.53000","6.58900"
"219-0430","12 X 14 LB W.F. BEAM","FSTBC","","P","A","","0","FT","6.00000","3.43000"
"219-0431","12 X 14 LB W.F. BEAM","FSTBC","","P","A","","0","FT","6.00000","3.43000"
"219-0440","12 X 19 LB W.F. BEAM","FSTBC","","P","A","","0","FT","7.81000","4.46500"
"219-0441","12 X 19 LB W.F. BEAM","FSTBC","","P","A","","0","FT","7.81000","4.46500"
"219-0450","12 X 22 WF STEEL BEAM","FSTBC","","P","A","","0","FT","9.14000","5.22500"
"219-0451","12 X 22 WF STEEL BEAM","FSTBC","","P","A","","0","FT","9.14000","5.22500"
"219-0460","12 X 45 WF STEEL BEAM","FSTBC","","P","A","","0","FT","23.44000","13.38800"
"219-0461","12 X 45 WF STEEL BEAM","FSTBC","","P","A","","0","FT","23.44000","13.38800"
"219-0470","12 X 31.8 STEEL I BEAM","FSTBC","","P","A","","0","FT","23.44000","9.69900"
"219-0471","12 X 31.8 STEEL I BEAM","FSTBC","","P","A","","0","FT","23.44000","9.69900"
"219-0480","14 X 22 LB WF STEEL BEAM","FSTBC","","P","A","","0","FT","16.87000","9.64050"
"219-0481","14 X 22 LB WF STEEL BEAM","FSTBC","","P","A","","0","FT","16.87000","9.64050"
"219-0490","16 X 26 LB W.F. BEAM","FSTBC","","P","A","","0","FT","6.83000","3.90000"
"219-0491","16 X 26 LB W.F. BEAM","FSTBC","","P","A","","0","FT","6.83000","3.90000"
"219-0500","16 X 40 LB W.F. BEAM","FSTBC","","P","A","","0","FT","21.35000","12.20000"
"219-0501","16 X 40 LB W.F. BEAM","FSTBC","","P","A","","0","FT","21.35000","12.20000"
"219-0510","16 X 45 LB W.F. BEAM","FSTBC","","P","A","","0","FT","24.41000","13.95000"
"219-0511","16 X 45 LB W.F. BEAM","FSTBC","","P","A","","0","FT","24.41000","13.95000"
"219-0520","18 X 40 STEEL I BEAM","FSTBC","","P","A","","0","FT","17.15000","9.80000"
"219-0521","18 X 40 STEEL I BEAM","FSTBC","","P","A","","0","FT","17.15000","9.80000"
"219-0530","24 X 50 LB. W.F. BEAM","FSTBC","","P","A","","0","FT","12.29000","7.02000"
"219-0531","24 X 50 LB. W.F. BEAM","FSTBC","","P","A","","0","FT","12.29000","7.02000"
"219-0540","24 X 55 LB. W.F. BEAM","FSTBC","","P","A","","0","FT","26.47000","15.12500"
"219-0541","24 X 55 LB. W.F. BEAM","FSTBC","","P","A","","0","FT","26.47000","15.12500"
"219-0550","24 X 76 LB. W.F. BEAM","FSTBC","","P","A","","0","FT","39.24000","22.42000"
"219-0551","24 X 76 LB. W.F. BEAM","FSTBC","","P","A","","0","FT","39.24000","22.42000"
"219-0560","2 CHANNEL IRON (KOWALSKY)","FSTBC","","P","A","","0","FT","0.95000","0.52640"
"219-0570","3 IN X 4.1 LB CHANNEL","FSTBC","","P","A","","0","FT","3.30000","1.88730"
"219-0580","4 IN X 5.4 LB CHANNEL","FSTBC","","P","A","","36","FT","2.16000","1.23930"
"219-0590","5 IN X 09 LB CHANNEL","FSTBC","","P","A","","0","FT","3.54000","2.02500"
"219-0600","5 IN X 6.7 LB CHANNEL","FSTBC","","P","A","","0","FT","2.46000","2.54260"
"219-0610","6 IN X 13 LB CHANNEL","FSTBC","","P","A","","0","FT","13.37700","7.64400"
"219-0620","6 IN X 8.2 LB CHANNEL","FSTBC","","P","A","","0","FT","4.59000","1.96800"
"219-0630","8 IN X 11.5 LB CHANNEL","FSTBC","","P","A","","18","FT","3.98000","2.27150"
"219-0635","8 IN X 13.75 LB CHANNEL","FSTBC","","P","A","","0","LF","13.19500","7.54000"
"219-0640","10"" CHANNEL IRON","FSTBC","","P","A","","0","FT","7.44000","4.25000"
"219-0650","12 X 20.70 CHANNEL IRON","FSTBC","","P","A","","0","FT","7.01000","4.00550"
"219-0660","#3 STEEL GRATING","FSTPLT","","P","A","","0","SF","4.74688","2.71250"
"219-0661","#3 STEEL GRATING","FSTPLT","","P","A","","0","SF","3.24000","1.80270"
"219-0662","#3 STEEL GRATING","FSTPLT","","P","A","","0","SF","3.24000","1.80270"
"219-0680","1/8 X 1 STEEL FLAT","FSTFLT","","P","A","","0","FT","0.32000","0.16000"
"219-0690","1/8 X 1-1/2 FLAT STEEL","FSTFLT","","P","A","","0","FT","0.34000","0.17200"
"219-0700","1/8 X 2 STEEL FLAT","FSTFLT","","P","A","","0","FT","0.54000","0.27000"
"219-0710","3/16 X 3/4 FLAT STEEL","FSTFLT","","P","A","","0","FT","1.89000","1.04500"
"219-0720","3/16 X 1 FLAT STEEL","FSTFLT","","P","A","","0","FT","0.38000","0.19170"
"219-0730","3/16 X 1-1/2 FLAT STEEL","FSTFLT","","P","A","","0","FT","0.45000","0.23810"
"219-0740","3/16 X 2 FLAT STEEL","FSTFLT","","P","A","","0","FT","0.60000","0.34500"
"219-0750","1/4 X 1 H.R. FLAT STEEL","FSTFLT","","P","A","","0","FT","0.58713","0.33550"
"219-0760","1/4 X 2 H.R. FLAT STEEL","FSTFLT","","P","A","","0","FT","1.21000","0.76610"
"219-0770","1/4 X 3 H.R. FLAT STEEL","FSTFLT","","P","A","","0","FT","1.89000","1.14930"
"219-0780","1/4 X 3-1/4 STEEL FLAT","FSTFLT","","P","A","","0","FT","6.57000","3.75000"
"219-0790","1/4 X 4 H.R. FLAT STEEL","FSTFLT","","P","A","","60","FT","2.41000","1.37970"
"219-0800","1/4 X 6 FLAT STEEL","FSTFLT","","P","A","","3","FT","6.96500","3.98000"
"219-0810","1/4 X 7 STEEL FLAT","FSTFLT","","P","A","","0","FT","4.55000","2.60000"
"219-0820","1/4 X 8 FLAT STEEL","FSTFLT","","P","A","","0","FT","6.56250","3.75000"
"219-0830","1/4 X 12 FLAT STEEL","FSTFLT","","P","A","","0","FT","5.00000","2.85600"
"219-0840","3/8 X 2-1/2 FLAT STEEL","FSTFLT","","P","A","","0","FT","2.26000","1.31020"
"219-0850","3/8 X 4 H.R. FLAT STEEL","FSTFLT","","P","A","","0","FT","1.46000","0.83500"
"219-0860","3/8 X 6 H.R. FLAT STEEL","FSTFLT","","P","A","","5","FT","6.38750","3.65000"
"219-0870","3/8 X 8 FLAT STEEL","FSTFLT","","P","A","","0","FT","3.15000","1.80000"
"219-0880","1/2 X 2 H.R. FLAT STEEL","FSTFLT","","P","A","","0","FT","2.21000","1.35830"
