"06 NOV 2025","16:26:52","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 11/01/17 through 10/31/18",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",
"8377","11/29/17","VINYL","5197","POWER LIFE YOGA","161.70","103.84","57.86","35.78","","JEFF","","","","","","1","POWER LIFE YOGA","JOHNSTON","IA",
"8378","11/21/17","VINYL","5197","POWER LIFE YOGA","164.04","103.44","60.60","36.94","","JEFF","","","","","","2","POWER LIFE YOGA","WEST DES MOINES","IA",
"8379","11/21/17","VINYL","5197","POWER LIFE YOGA","208.37","151.37","57.00","27.36","35.00","JEFF","","","","","","3","POWER LIFE YOGA - CORPORATE BILLING","DES MOINES","IA",
"8395","12/28/17","VINYL","5206","POWER LIFE YOGA","224.13","145.00","79.13","35.31","","JEFF","","","","","","DEFAULT","POWER LIFE YOGA","KANSAS CITY","MO",
"8395","12/28/17","VINYL","5206","POWER LIFE YOGA","440.28","310.00","130.28","29.59","","JEFF","","","","","","DEFAULT","POWER LIFE YOGA","KANSAS CITY","MO",
"8396","12/28/17","VINYL","5205","POWER LIFE YOGA","276.53","185.00","91.53","33.10","","JEFF","","","","","","DEFAULT","POWER LIFE YOGA","PRAIRIE VILLAGE","KS",
"8396","12/28/17","VINYL","5205","POWER LIFE YOGA","440.28","310.00","130.28","29.59","","JEFF","","","","","","DEFAULT","POWER LIFE YOGA","PRAIRIE VILLAGE","KS",
"8397","12/27/17","VINYL","5197","POWER LIFE YOGA","286.76","266.94","19.82","6.91","","JEFF","","","","","","DEFAULT","POWER LIFE YOGA","WEST DES MOINES","IA",
"8398","12/27/17","VINYL","5197","POWER LIFE YOGA","286.76","121.07","165.69","57.78","","JEFF","","","","","","3","POWER LIFE YOGA - CORPORATE BILLING","DES MOINES","IA",
"8399","12/27/17","VINYL","5197","POWER LIFE YOGA","286.76","87.48","199.28","69.49","","JEFF","","","","","","1","POWER LIFE YOGA","JOHNSTON","IA",
"8400","12/27/17","VINYL","5197","POWER LIFE YOGA","286.76","184.72","102.04","35.58","","JEFF","","","","","","2","POWER LIFE YOGA","WEST DES MOINES","IA",
"8439","01/08/18","VINYL","5189","THE CONCRETE COMPANY","365.80","153.20","212.60","58.12","","JEFF","","","","","","DEFAULT","CONCRETE COMPANY","GRIMES","IA",
"8439","01/08/18","VINYL","5189","THE CONCRETE COMPANY","365.80","101.07","264.73","72.37","","JEFF","","","","","","DEFAULT","CONCRETE COMPANY","GRIMES","IA",
"8439","01/08/18","VINYL","5189","THE CONCRETE COMPANY","718.62","214.97","503.65","70.09","","JEFF","","","","","","DEFAULT","CONCRETE COMPANY","GRIMES","IA",
"8460","02/16/18","VINYL","5189","THE CONCRETE COMPANY","488.67","263.09","225.58","46.16","","JEFF","","","","","","DEFAULT","CONCRETE COMPANY","GRIMES","IA",
"8546","03/30/18","VINYL","5263","HAZ-MAT RESPONSE INC.","127.52","31.99","95.53","74.91","170.00","JEFF","","","","","","DEFAULT","HAZ-MAT RESOURCES","GRIMES","IA",
"8598","04/16/18","VINYL","5189","THE CONCRETE COMPANY","288.00","151.55","136.45","47.38","","JEFF","","","","","","DEFAULT","CONCRETE COMPANY","GRIMES","IA",
"8628","05/08/18","VINYL","5289","THE LAUNDRY ROOM","250.30","106.64","143.66","57.40","","JEFF","","","","","","DEFAULT","THE LAUNDRY ROOM","ALTOONA","IA",
"8692","06/18/18","VINYL","5314","CICI'S PIZZA","698.43","406.45","291.98","41.81","182.00","JEFF","","","","","","DEFAULT","CICI´S PIZZA","DES MOINES","IA",
"8697","06/25/18","VINYL","5090","COLBY INTERESTS","513.62","239.56","274.06","53.36","145.00","JEFF","","","","","","4","ATOMIC NUMBER 26","URBANDALE","IA",
"8725","07/25/18","VINYL","5090","COLBY INTERESTS","110.05","180.49","-70.44","-64.01","175.00","JEFF","","","","","","5","WHIT´S END MASSAGE","WINDSOR HEIGHTS","IA",
"8725","07/25/18","VINYL","5090","COLBY INTERESTS","279.24","65.93","213.31","76.39","","JEFF","","","","","","5","WHIT´S END MASSAGE","WINDSOR HEIGHTS","IA",
"8725","07/25/18","VINYL","5090","COLBY INTERESTS","533.72","47.90","485.82","91.03","","JEFF","","","","","","5","WHIT´S END MASSAGE","WINDSOR HEIGHTS","IA",
"8758","07/20/18","VINYL","4856","PEDIATRIC DENTISTRY","303.79","173.45","130.34","42.90","","JEFF","","","","","","1","PEDIATRIC DENTISTRY","ANKENY","IA",
"8762","07/24/18","VINYL","85350","BREKKE SCHOOL OF DANCE","223.36","96.82","126.54","56.65","","JEFF","","","","","","DEFAULT","PAULA BREKKE SCHOOL OF DANCE","GRIMES","IA",
"8763","07/25/18","VINYL","5338","BREKKE DANCE CENTER","223.61","69.16","154.45","69.07","","JEFF","","","","","","DEFAULT","BREKKE DANCE CENTER","WEST DES MOINES","IA",
"8763","07/25/18","VINYL","5338","BREKKE DANCE CENTER","223.61","102.17","121.44","54.31","","JEFF","","","","","","DEFAULT","BREKKE DANCE CENTER","WEST DES MOINES","IA",
"8763","07/25/18","VINYL","5338","BREKKE DANCE CENTER","167.71","136.14","31.57","18.82","","JEFF","","","","","","DEFAULT","BREKKE DANCE CENTER","WEST DES MOINES","IA",
"8763","07/25/18","VINYL","5338","BREKKE DANCE CENTER","0.00","19.55","-19.55","","","JEFF","","","","","","DEFAULT","BREKKE DANCE CENTER","WEST DES MOINES","IA",
"8775","07/31/18","VINYL","5338","BREKKE DANCE CENTER","318.48","313.86","4.62","1.45","","JEFF","","","","","","DEFAULT","BREKKE DANCE CENTER","WEST DES MOINES","IA",
"8790","08/20/18","VINYL","5090","COLBY INTERESTS","533.72","179.72","354.00","66.33","152.00","JEFF","","","","","","6","LINCOLN & LEXI","WINDSOR HEIGHTS","IA",
"8790","08/20/18","VINYL","5090","COLBY INTERESTS","279.24","43.12","236.12","84.56","","JEFF","","","","","","6","LINCOLN & LEXI","WINDSOR HEIGHTS","IA",
"8790","08/20/18","VINYL","5090","COLBY INTERESTS","110.05","47.73","62.32","56.63","","JEFF","","","","","","6","LINCOLN & LEXI","WINDSOR HEIGHTS","IA",
"8796","09/03/18","VINYL","5348","PANORA STATE BANK","460.98","229.26","231.72","50.27","","JEFF","","","","","","DEFAULT","PANORA STATE BANK","PANORA","IA",
"8802","09/04/18","VINYL","5090","COLBY INTERESTS","177.32","41.47","135.85","76.61","","JEFF","","","","","","6","LINCOLN & LEXI","WINDSOR HEIGHTS","IA",
"8816","08/30/18","VINYL","5090","COLBY INTERESTS","221.65","103.71","117.94","53.21","","JEFF","","","","","","10","CHIROPRACTOR","WEST DES MOINES","IA",
"8817","09/11/18","VINYL","5090","COLBY INTERESTS","88.66","0.00","88.66","100.00","","JEFF","","","","","","9","SIMPLY CHIROPRACTIC","CLIVE","IA",
"8817","09/11/18","VINYL","5090","COLBY INTERESTS","88.66","0.00","88.66","100.00","","JEFF","","","","","","9","SIMPLY CHIROPRACTIC","CLIVE","IA",
"8818","09/11/18","VINYL","5090","COLBY INTERESTS","88.66","92.95","-4.29","-4.84","","JEFF","","","","","","8","OCCUPATIONAL MEDICINE PLUS","CLIVE","IA",
"8818","09/11/18","VINYL","5090","COLBY INTERESTS","88.66","0.00","88.66","100.00","","JEFF","","","","","","8","OCCUPATIONAL MEDICINE PLUS","CLIVE","IA",
"8842","09/17/18","VINYL","2535","ATLAS SIGN INDUSTRIES","177.32","92.95","84.37","47.58","","JEFF","","","","","","43","US CELLULAR # 3110- ATLAS SIGN","URBANDALE","IA",
"8887","10/30/18","VINYL","5197","POWER LIFE YOGA","168.35","90.47","77.88","46.26","","JEFF","","","","","","DEFAULT","POWER LIFE YOGA","WEST DES MOINES","IA",
"8889","10/30/18","VINYL","5035","POWER LIFE YOGA","168.35","79.75","88.60","52.63","","JEFF","","","","","","DEFAULT","POWER LIFE YOGA","DES MOINES","IA",
"","","VINYL","","Product Totals","12167.02","5936.87","6230.15","51.21","859.00","JEFF",

"","","","","Salesperson JEFF Totals","216495.44","124230.92","92264.52","42.62","10260.78","JEFF",

"8648","05/14/18","BANNER","5296","CROHN'S & COLITIS FOUNDATION","0.00","0.00","0.00","","","JESS","","","","","","DEFAULT","CROHN´S & COLITIS FOUNDATION","OMAHA","NE",
"8648","05/14/18","BANNER","5296","CROHN'S & COLITIS FOUNDATION","0.00","0.00","0.00","","","JESS","","","","","","DEFAULT","CROHN´S & COLITIS FOUNDATION","OMAHA","NE",
"8648","05/14/18","BANNER","5296","CROHN'S & COLITIS FOUNDATION","0.00","309.27","-309.27","","","JESS","","","","","","DEFAULT","CROHN´S & COLITIS FOUNDATION","OMAHA","NE",
"","","BANNER","","Product Totals","0.00","309.27","-309.27","","0.00","JESS",

"8648","05/14/18","MISC","5296","CROHN'S & COLITIS FOUNDATION","0.00","926.98","-926.98","","","JESS","","","","","","DEFAULT","CROHN´S & COLITIS FOUNDATION","OMAHA","NE",
"8648","05/14/18","MISC","5296","CROHN'S & COLITIS FOUNDATION","0.00","0.00","0.00","","","JESS","","","","","","DEFAULT","CROHN´S & COLITIS FOUNDATION","OMAHA","NE",
"8648","05/14/18","MISC","5296","CROHN'S & COLITIS FOUNDATION","0.00","0.00","0.00","","","JESS","","","","","","DEFAULT","CROHN´S & COLITIS FOUNDATION","OMAHA","NE",
"8648","05/14/18","MISC","5296","CROHN'S & COLITIS FOUNDATION","0.00","0.00","0.00","","","JESS","","","","","","DEFAULT","CROHN´S & COLITIS FOUNDATION","OMAHA","NE",
"8648","05/14/18","MISC","5296","CROHN'S & COLITIS FOUNDATION","0.00","0.00","0.00","","","JESS","","","","","","DEFAULT","CROHN´S & COLITIS FOUNDATION","OMAHA","NE",
"8648","05/14/18","MISC","5296","CROHN'S & COLITIS FOUNDATION","0.00","0.00","0.00","","","JESS","","","","","","DEFAULT","CROHN´S & COLITIS FOUNDATION","OMAHA","NE",
"8648","05/14/18","MISC","5296","CROHN'S & COLITIS FOUNDATION","0.00","0.00","0.00","","","JESS","","","","","","DEFAULT","CROHN´S & COLITIS FOUNDATION","OMAHA","NE",
"8648","05/14/18","MISC","5296","CROHN'S & COLITIS FOUNDATION","0.00","0.00","0.00","","","JESS","","","","","","DEFAULT","CROHN´S & COLITIS FOUNDATION","OMAHA","NE",
"8648","05/14/18","MISC","5296","CROHN'S & COLITIS FOUNDATION","0.00","0.00","0.00","","","JESS","","","","","","DEFAULT","CROHN´S & COLITIS FOUNDATION","OMAHA","NE",
"8648","05/14/18","MISC","5296","CROHN'S & COLITIS FOUNDATION","0.00","0.00","0.00","","","JESS","","","","","","DEFAULT","CROHN´S & COLITIS FOUNDATION","OMAHA","NE",
"8648","05/14/18","MISC","5296","CROHN'S & COLITIS FOUNDATION","0.00","332.96","-332.96","","","JESS","","","","","","DEFAULT","CROHN´S & COLITIS FOUNDATION","OMAHA","NE",
"8648","05/14/18","MISC","5296","CROHN'S & COLITIS FOUNDATION","0.00","91.98","-91.98","","","JESS","","","","","","DEFAULT","CROHN´S & COLITIS FOUNDATION","OMAHA","NE",
"8648","05/14/18","MISC","5296","CROHN'S & COLITIS FOUNDATION","0.00","0.00","0.00","","","JESS","","","","","","DEFAULT","CROHN´S & COLITIS FOUNDATION","OMAHA","NE",
"","","MISC","","Product Totals","0.00","1351.92","-1351.92","","0.00","JESS",

"SC5525","10/15/18","SRVCE","4921","LOVE SIGNS","170.00","77.22","92.78","54.58","","JESS","","","","","","2","INSPRO INSURANCE - LOVE SIGN CO.","WEST DES MOINES","IA",
"","","SRVCE","","Product Totals","170.00","77.22","92.78","54.58","0.00","JESS",

"","","","","Salesperson JESS Totals","170.00","1738.41","-1568.41","-922.59","0.00","JESS",

"8625-3","08/16/18","01","2546","COLITE INTERNATIONAL","382.50","276.71","105.79","27.66","","JOEP","","","","","","4","CINTAS","PLEASANT HILL","IA",
"","","01","","Product Totals","382.50","276.71","105.79","27.66","0.00","JOEP",

"8212","03/09/18","AWNING","2460","DOWNING INC.","1593.95","1253.12","340.83","21.38","","JOEP","","","","","","10","DENTAL OFFICE T.I. / DOWNING CONSTRUCTION","ALBIA","IA",
"8212","03/09/18","AWNING","2460","DOWNING INC.","1100.59","497.83","602.76","54.77","","JOEP","","","","","","10","DENTAL OFFICE T.I. / DOWNING CONSTRUCTION","ALBIA","IA",
"8212","03/09/18","AWNING","2460","DOWNING INC.","1506.75","1016.05","490.70","32.57","","JOEP","","","","","","10","DENTAL OFFICE T.I. / DOWNING CONSTRUCTION","ALBIA","IA",
"8639-2","08/03/18","AWNING","2371","COAST SIGN  INCORPORATED","5241.08","3590.45","1650.63","31.49","","JOEP","","","","","","38","AT&T","DES MOINES","IA",
"8681","06/21/18","AWNING","2460","DOWNING INC.","4378.14","2017.91","2360.23","53.91","","JOEP","","","","","","11","CARLISLE DEVELOPMENT- DOWNING CONSTRUCTION","CARLISLE","IA",
"8810","10/24/18","AWNING","4071","RENEWABLE ENERGY GROUP","9739.18","4898.95","4840.23","49.70","","JOEP","","","","","","DEFAULT","RENEWABLE ENERGY GROUP","AMES","IA",
"8862","10/22/18","AWNING","3459","FREEDOM8","1923.11","784.76","1138.35","59.19","66.20","JOEP","","","","","","2","JIMMY JOHN´S/FREEDOM8","FORT DODGE","IA",
"","","AWNING","","Product Totals","25482.80","14059.07","11423.73","44.83","66.20","JOEP",

"8808","10/07/18","BANNER","5388","MED PHARM IOWA","1041.17","288.61","752.56","72.28","","JOEP","","","","","","1","MEDPHARM","WINDSOR HEIGHTS","IA",
"8886","10/24/18","BANNER","3396","IOWA EVENTS CENTER","2353.82","1187.49","1166.33","49.55","","JOEP","","","","","","2","IOWA EVENTS CENTER / VETERANS MEMORIAL COMMUNITY CHOICE CREDIT UNION CONVENTION CENTER - 3RD ST. BILLING","DES MOINES","IA",
"","","BANNER","","Product Totals","3394.99","1476.10","1918.89","56.52","0.00","JOEP",

"8334","11/09/17","BLDG","4725","KEMIN INDUSTRIES","610.72","167.68","443.04","72.54","","JOEP","","","","","","5","KEMIN INDUSTRIES","DES MOINES","IA",
"8349","12/27/17","BLDG","5187","1908 DRAUGHT HOUSE","8258.09","3886.92","4371.17","52.93","461.69","JOEP","","","","","","DEFAULT","1908 DRAUGHT HOUSE","WEST DES MOINES","IA",
"8349","12/27/17","BLDG","5187","1908 DRAUGHT HOUSE","3192.82","1590.85","1601.97","50.17","","JOEP","","","","","","DEFAULT","1908 DRAUGHT HOUSE","WEST DES MOINES","IA",
"8349","12/27/17","BLDG","5187","1908 DRAUGHT HOUSE","3810.31","1728.19","2082.12","54.64","","JOEP","","","","","","DEFAULT","1908 DRAUGHT HOUSE","WEST DES MOINES","IA",
"8409","12/01/17","BLDG","77600","MUNRO CONSTRUCTION","1342.74","456.25","886.49","66.02","","JOEP","","","","","","2","MUNRO CONSTRUCTION COMPANY","ANKENY","IA",
"8416","01/26/18","BLDG","5208","ADEL DENTAL GROUP","3197.79","1104.22","2093.57","65.47","","JOEP","","","","","","DEFAULT","ADEL DENTAL GROUP","ADEL","IA",
"8424","02/22/18","BLDG","5211","THE LAUNDRY PLACE DES MOINES  LLC","2379.61","1501.04","878.57","36.92","399.50","JOEP","","","","","","DEFAULT","THE LAUNDRY PLACE","DES MOINES","IA",
"8429","03/30/18","BLDG","2139","CRE NATIONWIDE","7703.60","4837.20","2866.40","37.21","","JOEP","","","","","","5","NATIONWIDE","DES MOINES","IA",
"8526","03/19/18","BLDG","5253","TRUMAN'S PIZZA TAVERN","28362.13","14237.86","14124.27","49.80","874.00","JOEP","","","","","","DEFAULT","TRUMAN´S PIZZA TAVERN","DES MOINES","IA",
"8547","08/29/18","BLDG","2717","LA MACCHIA GROUP","5567.00","2957.52","2609.48","46.87","775.00","JOEP","","","","","","3","FINANCIAL PLUS - LAMACCHIA GROUP","DES MOINES","IA",
"8547","08/29/18","BLDG","2717","LA MACCHIA GROUP","5011.00","2370.96","2640.04","52.68","","JOEP","","","","","","3","FINANCIAL PLUS - LAMACCHIA GROUP","DES MOINES","IA",
"8547","08/29/18","BLDG","2717","LA MACCHIA GROUP","5011.00","2552.64","2458.36","49.06","","JOEP","","","","","","3","FINANCIAL PLUS - LAMACCHIA GROUP","DES MOINES","IA",
"8570","03/17/18","BLDG","4437","THE GALLERY","299.86","45.27","254.59","84.90","","JOEP","","","","","","DEFAULT","LOVERS PLAYGROUND","DES MOINES","IA",
"8586","04/23/18","BLDG","49300","GIT N GO CONVENIENCE STORES","4839.72","2954.43","1885.29","38.95","","JOEP","","","","","","37","GIT N GO","ALTOONA","IA",
"8624","09/17/18","BLDG","5288","AMERICAN INN & SUITES","3273.87","1510.01","1763.86","53.88","","JOEP","","","","","","DEFAULT","AMERICAN INN & SUITES","DES MOINES","IA",
"8624","09/17/18","BLDG","5288","AMERICAN INN & SUITES","2336.93","2024.52","312.41","13.37","","JOEP","","","","","","DEFAULT","AMERICAN INN & SUITES","DES MOINES","IA",
"8625-2","07/31/18","BLDG","2546","COLITE INTERNATIONAL","816.90","243.08","573.82","70.24","","JOEP","","","","","","4","CINTAS","PLEASANT HILL","IA",
"8639","06/30/18","BLDG","2371","COAST SIGN  INCORPORATED","1698.28","1340.39","357.89","21.07","","JOEP","","","","","","38","AT&T","DES MOINES","IA",
"8662","07/26/18","BLDG","5301","IOWA FINANCIAL PARTNERS","2865.03","1598.26","1266.77","44.21","","JOEP","","","","","","DEFAULT","IOWA FINANCIAL PARTNERS","ANKENY","IA",
"8686","07/16/18","BLDG","5310","IVY LANE SALON & SPA","2645.55","1039.26","1606.29","60.72","205.00","JOEP","","","","","","DEFAULT","IVY LANE SALON & SPA","WAUKEE","IA",
"8717","10/23/18","BLDG","49300","GIT N GO CONVENIENCE STORES","27345.52","16778.05","10567.47","38.64","341.50","JOEP","","","","","","30","GIT N´ GO #27","DES MOINES","IA",
"8808","10/07/18","BLDG","5388","MED PHARM IOWA","1343.08","492.51","850.57","63.33","349.00","JOEP","","","","","","1","MEDPHARM","WINDSOR HEIGHTS","IA",
"8808","10/07/18","BLDG","5388","MED PHARM IOWA","6231.93","3365.96","2865.97","45.99","","JOEP","","","","","","1","MEDPHARM","WINDSOR HEIGHTS","IA",
"","","BLDG","","Product Totals","128143.48","68783.07","59360.41","46.32","3405.69","JOEP",

"8662","07/26/18","CASTMT","5301","IOWA FINANCIAL PARTNERS","368.39","147.97","220.42","59.83","","JOEP","","","","","","DEFAULT","IOWA FINANCIAL PARTNERS","ANKENY","IA",
"","","CASTMT","","Product Totals","368.39","147.97","220.42","59.83","0.00","JOEP",

"8139","11/29/17","CHANNL","2460","DOWNING INC.","3800.03","1889.90","1910.13","50.27","265.00","JOEP","","","","","","9","MERCY CLINIC","GRIMES","IA",
"8139","11/29/17","CHANNL","2460","DOWNING INC.","3800.03","2107.65","1692.38","44.54","","JOEP","","","","","","9","MERCY CLINIC","GRIMES","IA",
"8139","11/29/17","CHANNL","2460","DOWNING INC.","4560.03","3003.55","1556.48","34.13","","JOEP","","","","","","9","MERCY CLINIC","GRIMES","IA",
"8139-2","12/16/17","CHANNL","2460","DOWNING INC.","3800.03","2812.96","987.07","25.98","","JOEP","","","","","","9","MERCY CLINIC","GRIMES","IA",
"8234","11/30/17","CHANNL","5138","PEDDICORD FAMILY DENTISTRY","7663.00","4397.18","3265.82","42.62","206.00","JOEP","","","","","","DEFAULT","PEDDICORD FAMILY DENTISTRY","ANKENY","IA",
"8234","11/30/17","CHANNL","5138","PEDDICORD FAMILY DENTISTRY","6905.00","4539.63","2365.37","34.26","","JOEP","","","","","","DEFAULT","PEDDICORD FAMILY DENTISTRY","ANKENY","IA",
"8333","11/21/17","CHANNL","33600","DALE TRAVIS ASSOCIATES  INC.","720.84","354.65","366.19","50.80","230.67","JOEP","","","","","","1","UBS","WEST DES MOINES","IA",
"8348","01/20/18","CHANNL","5180","THE LEARNING POST","1131.61","760.90","370.71","32.76","75.00","JOEP","","","","","","DEFAULT","THE LEARNING POST","URBANDALE","IA",
"8348","01/20/18","CHANNL","5180","THE LEARNING POST","2891.16","1899.46","991.70","34.30","","JOEP","","","","","","DEFAULT","THE LEARNING POST","URBANDALE","IA",
"8349CR","01/10/18","CHANNL","5187","1908 DRAUGHT HOUSE","-129.46","0.00","-129.46","100.00","","JOEP","","","","","","DEFAULT","1908 DRAUGHT HOUSE","WEST DES MOINES","IA",
"8357","11/21/17","CHANNL","4392","MERIDIAN HOLDINGS LLC","759.22","419.78","339.44","44.71","","JOEP","","","","","","2","LASERWASH","URBANDALE","IA",
"8370","03/26/18","CHANNL","5194","REALTY XPERTS","989.34","480.12","509.22","51.47","170.00","JOEP","","","","","","DEFAULT","REALTY XPERTS","DES MOINES","IA",
"8410-4","04/24/18","CHANNL","4958","PRIDE SIGNS","2060.00","511.31","1548.69","75.18","","JOEP","","","","","","3","TARGET #1791","URBANDALE","IA",
"8410-4","04/24/18","CHANNL","4958","PRIDE SIGNS","1630.24","662.80","967.44","59.34","","JOEP","","","","","","3","TARGET #1791","URBANDALE","IA",
"8410-4","04/24/18","CHANNL","4958","PRIDE SIGNS","764.04","482.97","281.07","36.79","","JOEP","","","","","","3","TARGET #1791","URBANDALE","IA",
"8410-4","04/24/18","CHANNL","4958","PRIDE SIGNS","1521.17","405.70","1115.47","73.33","","JOEP","","","","","","3","TARGET #1791","URBANDALE","IA",
"8416","01/26/18","CHANNL","5208","ADEL DENTAL GROUP","5144.28","3752.22","1392.06","27.06","","JOEP","","","","","","DEFAULT","ADEL DENTAL GROUP","ADEL","IA",
"8423","01/23/18","CHANNL","4156","CENTRAL BANK","361.52","95.47","266.05","73.59","","JOEP","","","","","","DEFAULT","CENTRAL BANK","DES MOINES","IA",
"8424","02/22/18","CHANNL","5211","THE LAUNDRY PLACE DES MOINES  LLC","6632.53","4185.87","2446.66","36.89","","JOEP","","","","","","DEFAULT","THE LAUNDRY PLACE","DES MOINES","IA",
"8438","03/23/18","CHANNL","5217","AUDUBON COUNTY MEMORIAL HOSPITAL","15858.04","8788.10","7069.94","44.58","","JOEP","","","","","","DEFAULT","AUDUBON COUNTY MEMORIAL HOSPITAL","AUDUBON","IA",
"8497","03/13/18","CHANNL","5240","XO STUDIO","3110.41","1894.32","1216.09","39.10","341.42","JOEP","","","","","","DEFAULT","XO STUDIO","WEST DES MOINES","IA",
"8497","03/13/18","CHANNL","5240","XO STUDIO","2834.93","1554.10","1280.83","45.18","","JOEP","","","","","","DEFAULT","XO STUDIO","WEST DES MOINES","IA",
"8517","03/22/18","CHANNL","5251","FOOT & ANKLE CENTER OF IOWA","4971.17","2877.24","2093.93","42.12","","JOEP","","","","","","DEFAULT","FOOT & ANKLE CENTER OF IOWA","ANKENY","IA",
"8552","03/30/18","CHANNL","5265","MAMA MIA'S PIZZA","2991.07","1777.43","1213.64","40.58","188.00","JOEP","","","","","","DEFAULT","MAMA MIA´S PIZZA","DES MOINES","IA",
"8565","06/07/18","CHANNL","4973","SDDI SIGNS","1068.44","928.89","139.55","13.06","","JOEP","","","","","","3","SOLL","DES MOINES","IA",
"8567","06/18/18","CHANNL","5267","FORREST & ASSOCIATE","841.33","120.15","721.18","85.72","","JOEP","","","","","","1","VETERANS MEMORIAL COMMUNITY CHOICE CREDIT UNION CONVENTION CENTER","DES MOINES","IA",
